polling station,BHAMBHI CHANDUBHAI MULCHANDBHAI,RATHOD DIPSINH SHANKARSINH,SHANKERSINH VAGHELA BAPU,PATEL BHOGILAL HARIBHAI,SHEKH ARIF KHAN,PATEL ISHWARBHAI SAKRAJI ,PATEL PURUSOTTAMBHAI AMBALAL,BALUSINGH SOMANSINGH NARVE,VELANI SHANTILAL KARAMSHI,SOLANKI CHHAGANBHAI KEVALABHAI,NOTA,valid,Rejected Votes,Total Votes,Tender Votes
27,7,236,106,1,2,1,2,1,1,3,7,367,0,367,0
28,2,312,54,1,0,0,0,0,2,1,2,374,0,374,0
29,7,292,253,1,0,0,1,0,1,0,2,557,0,557,0
30,5,516,317,9,2,2,2,5,7,14,27,906,0,906,0
31,8,749,219,0,1,3,1,1,4,3,5,994,0,994,0
32,14,195,372,8,0,1,0,0,5,4,11,610,0,610,0
33,3,264,168,2,0,1,1,1,2,3,9,454,0,454,0
34,17,625,148,1,0,0,2,1,3,4,10,811,0,811,0
35,17,402,336,6,2,1,1,3,3,6,10,787,0,787,0
36,7,405,59,0,4,0,0,2,2,4,10,493,0,493,0
37,10,296,133,2,1,0,1,3,8,4,10,468,0,468,0
38,7,379,115,2,0,0,1,1,0,2,2,509,0,509,0
39,6,531,19,0,0,0,0,0,1,10,8,575,0,575,0
40,6,508,89,3,1,1,0,0,2,6,11,627,0,627,0
41,15,438,212,1,2,1,1,4,1,3,5,683,0,683,0
42,2,277,113,6,2,2,0,3,6,7,10,428,0,428,0
43,13,81,244,7,2,0,4,2,3,6,11,373,0,373,0
44,3,426,35,0,0,0,0,0,0,3,0,467,0,467,0
45,16,513,214,6,1,1,2,2,5,11,20,791,0,791,0
46,4,421,40,2,1,1,1,1,3,3,9,486,0,486,0
47,6,347,44,1,2,0,0,2,1,7,14,424,0,424,0
48,5,610,279,4,1,1,1,2,3,5,7,918,0,918,0
49,5,457,429,3,0,0,1,0,5,5,6,911,0,911,0
50,6,405,202,3,0,0,0,0,0,3,3,622,0,622,0
51,8,222,346,2,2,1,1,3,3,8,9,605,0,605,0
52,4,360,277,3,3,1,0,1,1,1,3,654,0,654,0
53,4,250,340,1,0,0,0,0,1,4,1,601,0,601,0
54,7,358,227,1,0,0,0,1,4,3,8,609,0,609,0
55,8,351,155,5,1,0,6,7,6,10,8,557,0,557,0
56,3,470,241,2,1,0,0,1,1,7,14,740,0,740,0
57,7,238,115,6,0,1,0,0,4,4,7,382,0,382,0
58,4,343,53,0,0,2,1,0,1,2,1,407,0,407,0
59,9,393,316,4,2,1,0,0,3,4,9,741,0,741,0
60,4,214,47,0,0,0,0,0,1,2,3,271,0,271,0
61,3,424,290,3,0,1,2,4,10,8,12,757,0,757,0
62,1,395,264,2,1,0,0,0,2,0,5,670,0,670,0
63,6,425,369,3,1,1,0,2,3,7,7,824,0,824,0
64,12,519,179,3,4,0,2,1,3,7,22,752,0,752,0
65,6,421,94,0,0,0,0,0,1,2,2,526,0,526,0
66,3,330,125,2,0,0,1,0,0,1,2,464,0,464,0
67,5,270,372,8,1,0,0,0,0,1,1,658,0,658,0
68,1,434,172,0,0,0,0,0,0,1,5,613,0,613,0
69,9,472,181,3,0,0,2,0,1,4,15,687,0,687,0
70,13,512,254,5,2,1,1,0,2,3,8,801,0,801,0
71,7,45,660,5,0,0,1,0,4,2,5,729,0,729,0
72,1,19,527,3,0,0,0,0,0,1,1,552,0,552,0
73,5,86,474,2,0,0,1,0,1,0,4,573,0,573,0
74,1,183,371,0,0,0,0,1,2,0,3,561,0,561,0
75,15,646,66,4,0,1,2,0,1,7,28,770,0,770,0
76,4,488,36,1,0,1,0,0,0,0,3,533,0,533,0
77,3,321,37,0,0,0,0,0,0,1,3,365,0,365,0
78,12,184,425,4,0,2,0,0,4,2,8,641,0,641,0
79,9,457,78,4,0,1,1,1,4,7,15,577,0,577,0
80,16,461,107,2,0,0,0,1,2,6,15,610,0,610,0
81,8,440,44,0,0,0,0,2,2,7,14,517,0,517,0
82,3,448,106,1,0,0,1,0,0,5,7,571,0,571,0
83,5,362,61,0,0,0,0,0,0,1,8,437,0,437,0
84,1,575,63,0,1,1,0,0,1,0,6,648,0,648,0
85,6,529,259,3,0,2,0,0,1,3,9,812,0,812,0
86,11,248,252,2,2,2,3,7,6,13,28,574,0,574,0
87,5,301,84,2,1,0,0,0,2,1,4,400,0,400,0
88,4,419,185,1,0,3,1,2,2,2,5,624,0,624,0
89,4,305,183,3,0,0,0,0,1,4,4,504,0,504,0
90,9,251,214,0,1,0,0,1,5,9,5,495,0,495,0
91,12,386,162,0,0,0,1,0,1,15,6,583,0,583,0
92,1,192,32,0,0,1,0,0,0,5,1,232,0,232,0
93,9,439,306,4,0,1,1,1,6,4,11,782,0,782,0
94,1,241,181,1,0,1,0,1,1,3,8,438,0,438,0
95,11,273,128,6,1,1,1,3,3,5,8,440,0,440,0
96,3,292,319,6,1,1,2,2,5,5,15,651,0,651,0
97,6,494,234,5,1,0,1,2,1,5,15,764,0,764,0
98,8,313,89,1,0,2,2,2,2,6,11,436,0,436,0
99,3,317,119,0,1,0,1,3,2,2,2,450,0,450,0
100,7,452,55,3,0,1,2,0,1,8,7,536,0,536,0
101,5,509,127,0,0,0,1,0,0,3,6,651,0,651,0
102,11,362,251,1,1,1,1,1,1,5,17,652,0,652,0
103,6,307,91,3,2,1,0,1,0,0,3,414,0,414,0
104,4,450,160,4,0,1,3,0,1,4,3,630,0,630,0
105,11,286,170,2,1,1,1,2,3,6,16,499,0,499,0
106,11,177,39,3,1,0,1,2,4,9,10,257,0,257,0
107,17,487,353,6,4,0,2,2,7,8,9,895,0,895,0
108,12,528,183,2,1,0,0,0,3,5,7,741,0,741,0
109,21,448,108,2,2,1,1,0,3,14,22,622,0,622,0
110,5,177,195,1,0,0,0,1,2,1,5,387,0,387,0
111,3,87,276,6,0,0,0,1,7,1,3,384,0,384,0
112,8,380,264,4,0,0,0,0,2,5,13,676,0,676,0
113,2,558,132,0,0,1,0,0,2,6,3,704,0,704,0
114,6,193,244,2,1,0,0,0,2,0,7,455,0,455,0
115,5,395,205,1,2,1,0,3,3,2,6,623,0,623,0
116,6,662,103,1,0,1,0,3,4,7,2,789,0,789,0
117,11,671,176,1,2,1,0,0,0,4,9,875,0,875,0
118,7,290,287,8,3,1,3,1,4,2,4,610,0,610,0
119,20,351,483,4,2,2,2,6,6,11,14,901,0,901,0
120,5,414,290,3,1,0,1,0,6,3,11,734,0,734,0
121,7,384,147,2,0,0,0,0,1,3,5,549,0,549,0
122,5,313,169,1,1,3,1,1,0,6,9,509,0,509,0
123,5,236,275,0,0,1,0,1,3,4,2,527,0,527,0
124,8,243,211,8,1,0,3,2,5,13,18,512,0,512,0
125,10,185,236,2,2,0,1,0,2,8,8,454,0,454,0
126,6,218,239,0,1,0,0,0,2,3,2,471,0,471,0
127,8,306,179,4,1,1,0,1,4,3,3,510,0,510,0
128,11,212,347,2,5,0,2,3,5,6,7,600,0,600,0
129,11,380,278,3,1,0,3,7,9,3,23,718,0,718,0
130,12,177,225,2,1,0,0,0,3,2,5,427,0,427,0
131,10,366,121,4,2,1,1,5,5,9,17,541,0,541,0
132,8,330,200,3,0,0,1,2,4,4,18,570,0,570,0
133,0,409,239,2,1,1,0,0,3,4,4,663,0,663,0
134,12,431,171,0,0,1,1,2,1,3,4,626,0,626,0
135,4,414,185,2,0,0,0,0,1,2,4,612,0,612,0
136,8,105,220,3,1,0,1,1,3,7,6,355,0,355,0
137,7,298,130,1,1,2,0,1,3,5,7,455,0,455,0
138,7,320,134,2,3,1,0,0,2,5,4,478,0,478,0
139,7,424,212,3,0,0,0,1,2,1,6,656,0,656,0
140,5,376,117,3,1,0,1,2,2,0,4,511,0,511,0
141,2,283,96,1,0,0,0,2,5,0,2,391,0,391,0
142,10,415,282,2,0,0,5,2,4,4,15,739,0,739,0
143,8,425,281,2,1,0,2,2,3,5,16,745,0,745,0
144,8,282,39,4,0,0,2,1,2,7,9,354,0,354,0
145,6,203,44,3,1,0,1,5,0,9,6,278,0,278,0
146,14,449,223,1,0,0,0,1,5,7,10,710,0,710,0
147,10,370,276,7,1,2,1,4,3,11,8,693,0,693,0
148,2,357,287,5,0,0,0,1,5,9,15,681,0,681,0
149,4,201,235,4,1,1,0,2,6,4,5,463,0,463,0
150,1,299,130,2,0,0,0,1,1,3,4,441,0,441,0
151,6,346,126,2,1,1,2,0,0,2,2,488,0,488,0
152,27,106,211,5,0,0,1,0,2,3,0,355,0,355,0
153,3,257,262,4,0,0,0,2,5,0,4,537,0,537,0
154,3,254,174,2,2,0,0,1,1,1,5,443,0,443,0
155,2,90,149,2,0,0,3,2,1,1,2,252,0,252,0
156,9,299,204,8,1,1,1,4,2,5,23,557,0,557,0
157,7,82,128,1,0,0,0,0,1,1,7,227,0,227,0
158,5,289,329,4,0,0,0,2,0,4,9,642,0,642,0
159,4,201,17,0,1,0,1,0,0,0,2,226,0,226,0
160,11,352,233,1,2,1,0,1,1,1,10,613,0,613,0
161,0,188,18,0,0,0,0,0,0,0,1,207,0,207,0
162,9,355,314,5,1,1,0,0,5,0,14,704,0,704,0
163,7,198,269,4,0,0,0,3,3,2,13,499,0,499,0
164,4,286,60,0,0,0,0,2,3,1,10,366,0,366,0
165,7,358,297,6,0,0,1,0,7,5,10,691,0,691,0
166,8,188,297,5,2,1,2,2,5,6,11,527,0,527,0
167,1,32,159,0,0,0,0,0,2,0,2,196,0,196,0
168,3,82,253,3,1,0,0,2,4,4,5,357,0,357,0
169,9,64,171,2,2,0,0,1,3,7,9,268,0,268,0
170,18,378,258,3,3,0,1,2,13,7,19,702,0,702,0
171,6,413,312,0,1,0,1,1,1,0,10,745,0,745,0
172,5,402,200,4,0,5,0,1,0,2,8,627,0,627,0
173,1,322,150,0,0,1,0,1,2,3,7,487,0,487,0
174,2,269,74,0,0,0,0,0,0,0,2,347,0,347,0
175,5,570,157,2,1,0,0,0,2,4,6,747,0,747,0
176,11,616,147,4,2,0,1,1,1,7,8,798,0,798,0
177,18,366,279,4,2,1,3,3,8,4,24,712,0,712,0
178,4,348,178,0,0,0,0,1,4,4,3,542,0,542,0
179,14,432,243,3,1,1,2,4,2,11,8,721,0,721,0
180,7,255,269,2,5,1,1,2,4,5,11,562,0,562,0
181,5,716,161,3,1,0,1,0,2,3,19,911,0,911,0
182,6,379,344,2,1,1,1,0,2,3,8,747,0,747,0
183,6,317,53,4,2,0,1,3,4,5,10,405,0,405,0
184,6,268,79,1,1,0,1,0,3,2,5,366,0,366,0
185,11,277,52,3,2,1,0,0,0,4,5,355,0,355,0
186,8,562,227,3,1,1,1,2,3,6,9,823,0,823,0
187,5,31,212,3,0,0,0,2,5,2,3,263,0,263,0
188,15,385,245,4,1,1,0,2,3,4,16,676,0,676,0
189,4,363,297,4,0,0,1,2,4,3,13,691,0,691,0
190,4,224,70,2,0,1,1,0,4,2,4,312,0,312,0
191,9,100,287,2,0,0,0,2,2,7,10,419,0,419,0
192,11,88,452,3,0,0,1,2,5,5,20,587,0,587,0
193,6,425,245,9,3,2,3,0,2,9,14,718,0,718,0
194,4,82,409,3,3,0,1,0,5,2,9,518,0,518,0
195,6,456,113,5,1,7,2,3,7,16,16,632,0,632,0
196,4,243,159,3,3,1,3,3,2,2,10,433,0,433,0
197,10,99,398,4,3,2,3,2,6,5,12,544,0,544,0
198,7,276,125,3,0,1,1,3,4,6,5,431,0,431,0
199,5,91,176,3,1,0,1,1,0,1,3,282,0,282,0
200,5,324,127,3,2,0,0,0,2,5,2,470,0,470,0
201,7,212,208,4,3,1,0,1,3,5,5,449,0,449,0
202,6,209,120,1,0,0,2,1,2,4,6,351,0,351,0
203,3,428,195,3,1,0,0,0,5,11,14,660,0,660,0
204,8,332,179,0,0,0,2,1,5,2,11,540,0,540,0
205,2,189,121,2,0,0,0,1,0,3,6,324,0,324,0
206,8,390,190,7,0,0,0,1,0,1,1,598,0,598,0
207,10,277,116,2,1,0,0,1,3,3,9,422,0,422,0
208,5,319,169,5,1,1,1,0,3,6,10,520,0,520,0
209,9,129,345,6,3,1,1,2,5,6,24,531,0,531,0
210,7,273,108,5,2,0,1,3,4,3,11,417,0,417,0
211,6,358,103,2,1,0,3,0,4,10,16,503,0,503,0
212,7,209,193,4,1,1,0,2,3,4,10,434,0,434,0
213,2,327,150,2,0,2,0,1,1,4,7,496,0,496,0
214,4,104,119,0,0,0,0,2,3,5,1,238,0,238,0
215,10,333,181,2,1,1,1,1,5,13,18,566,0,566,0
216,3,211,309,2,2,1,2,4,3,2,6,545,0,545,0
217,8,92,329,5,2,1,2,2,9,6,13,469,0,469,0
218,8,271,152,8,5,1,1,4,6,13,20,489,0,489,0
219,11,186,526,6,4,1,1,1,5,9,21,771,0,771,0
220,8,245,240,1,0,0,0,1,1,3,9,508,0,508,0
221,8,164,261,5,1,0,0,2,3,4,6,454,0,454,0
222,9,178,99,4,0,2,0,0,1,0,6,299,0,299,0
223,9,345,193,4,1,4,0,3,5,7,19,590,0,590,0
224,15,320,288,2,2,0,1,3,3,5,13,652,0,652,0
225,8,360,115,1,0,1,1,1,3,3,5,498,0,498,0
226,5,202,141,2,1,0,0,1,2,4,5,363,0,363,0
227,12,330,128,4,2,1,1,2,3,6,12,501,0,501,0
228,19,244,109,4,0,0,0,2,6,6,19,409,0,409,0
229,7,145,100,4,1,0,1,1,0,2,4,265,0,265,0
230,2,196,26,0,0,0,0,0,0,0,0,224,0,224,0
231,11,99,571,4,2,3,3,1,2,5,5,706,0,706,0
232,8,192,236,2,1,2,0,1,0,7,26,475,0,475,0
233,8,507,212,2,0,0,1,3,2,10,25,770,0,770,0
234,3,187,51,4,0,0,1,1,3,0,5,255,0,255,0
235,9,212,86,1,3,0,0,1,1,2,11,326,0,326,0
236,5,306,223,4,0,0,0,3,1,9,6,557,0,557,0
237,1,314,144,2,1,0,0,0,1,2,7,472,0,472,0
238,1,233,258,0,0,0,0,2,0,3,6,503,0,503,0
239,10,268,267,2,1,0,0,1,2,3,7,561,0,561,0
240,5,392,207,1,1,0,0,1,2,5,2,616,0,616,0
241,12,263,207,5,2,0,1,1,7,5,9,512,0,512,0
242,8,234,294,7,3,2,1,6,14,6,12,587,0,587,0
243,3,295,106,4,0,1,2,1,2,4,9,427,0,427,0
244,5,326,239,3,0,4,0,6,6,9,9,607,0,607,0
245,1,128,231,1,1,0,0,1,0,2,5,370,0,370,0
246,3,164,193,3,0,0,0,4,6,0,2,375,0,375,0
247,13,601,134,1,1,1,0,4,2,8,12,777,0,777,0
248,1,542,136,2,3,1,0,1,2,0,4,692,0,692,0
249,4,274,275,3,3,1,1,1,6,21,14,603,0,603,0
250,13,140,314,2,2,0,1,1,4,5,4,486,0,486,0
251,0,259,90,1,0,1,0,2,1,2,4,360,0,360,0
252,5,145,57,2,0,1,2,0,3,4,2,221,0,221,0
253,1,393,94,0,0,1,0,0,2,4,11,506,0,506,0
254,9,362,167,4,7,1,1,5,2,12,15,585,0,585,0
255,11,273,181,4,4,1,2,0,3,4,20,503,0,503,0
256,5,225,162,2,0,0,0,4,4,6,9,417,0,417,0
257,1,159,188,1,0,2,0,0,3,2,6,362,0,362,0
258,7,408,46,1,0,0,1,0,2,2,4,471,0,471,0
259,3,252,210,2,0,0,1,1,3,4,9,485,0,485,0
260,12,352,168,0,0,1,0,2,3,6,17,561,0,561,0
261,2,129,259,2,1,0,0,0,4,3,2,402,0,402,0
262,12,238,280,3,1,2,1,1,1,5,6,550,0,550,0
263,6,156,74,0,4,1,2,0,2,3,6,254,0,254,0
264,17,263,309,5,4,0,0,1,8,7,14,628,0,628,0
265,14,629,67,3,0,0,0,6,5,14,49,787,0,787,0
266,5,198,243,6,1,0,0,3,9,3,4,472,0,472,0
267,9,291,207,5,0,0,0,0,7,2,4,525,0,525,0
268,5,74,199,3,1,1,0,3,4,4,4,298,0,298,0
269,13,352,417,14,2,2,7,6,12,11,23,859,0,859,0
270,4,134,281,9,2,0,1,2,3,7,6,449,0,449,0
271,10,287,270,7,0,2,0,3,13,6,10,608,0,608,0
272,3,131,88,1,1,0,0,0,1,1,2,228,0,228,0
273,5,394,107,7,0,1,2,2,3,7,13,541,0,541,0
274,3,109,286,5,1,0,0,1,4,3,2,414,0,414,0
275,7,78,461,7,6,2,1,2,12,9,13,598,0,598,0
