polling station,BHAMBHI CHANDUBHAI MULCHANDBHAI,RATHOD DIPSINH SHANKARSINH,SHANKERSINH VAGHELA BAPU,PATEL BHOGILAL HARIBHAI,SHEKH ARIF KHAN,PATEL ISHWARBHAI SAKRAJI ,PATEL PURUSOTTAMBHAI AMBALAL,BALUSINGH SOMANSINGH NARVE,VELANI SHANTILAL KARAMSHI,SOLANKI CHHAGANBHAI KEVALABHAI,NOTA,valid,Rejected Votes,Total Votes,Tender Votes
58,5,78,48,1,1,0,1,1,2,1,1,139,0,139,0
59,7,482,149,3,0,0,0,1,3,2,16,663,0,663,0
60,3,429,19,0,0,0,1,0,0,2,1,455,0,455,0
61,13,450,195,6,4,2,1,4,3,4,25,707,0,707,0
62,2,136,132,0,1,0,2,0,3,2,5,283,0,283,0
63,4,132,577,3,1,0,2,1,2,25,7,754,0,754,0
64,5,253,127,2,0,1,0,0,1,4,6,399,0,399,0
65,13,477,132,4,2,2,4,1,3,7,20,665,0,665,0
66,5,260,134,2,0,0,0,2,0,0,2,405,0,405,0
67,6,459,155,1,0,0,0,0,0,1,4,626,0,626,0
68,9,311,367,2,1,0,0,1,1,0,8,700,0,700,0
69,5,74,208,1,0,1,0,2,1,2,3,297,0,297,0
70,2,691,149,0,1,2,1,0,1,1,5,853,0,853,0
71,4,722,144,0,3,1,1,0,0,0,10,885,0,885,0
72,6,806,155,1,3,0,0,0,0,0,10,981,0,981,0
73,7,753,114,1,0,0,0,0,0,1,4,880,0,880,0
74,2,577,109,1,0,1,0,0,0,1,6,697,0,697,0
75,3,298,47,1,2,0,0,0,0,0,4,355,0,355,0
76,22,351,261,3,0,1,0,1,2,6,13,660,0,660,0
77,6,263,67,2,1,0,0,1,0,2,13,355,0,355,0
78,7,477,240,4,2,1,0,0,1,11,12,755,0,755,0
79,5,504,161,1,1,0,1,0,2,5,8,688,0,688,0
80,4,225,313,5,0,0,2,1,1,1,10,562,0,562,0
81,8,694,167,3,0,1,0,0,0,2,13,888,0,888,0
82,5,701,151,4,1,0,0,1,0,3,16,882,0,882,0
83,9,323,457,1,3,2,0,1,1,0,2,799,0,799,0
84,3,36,518,5,0,0,1,0,0,0,1,564,0,564,0
85,6,104,538,5,0,0,1,1,1,1,3,660,0,660,0
86,2,35,360,2,0,0,0,0,2,0,0,401,0,401,0
87,8,16,781,1,3,2,0,0,0,2,9,822,0,822,0
88,6,28,809,3,1,0,0,1,0,0,8,856,0,856,0
89,1,29,957,4,3,1,0,1,1,0,7,1004,0,1004,0
90,7,25,928,3,3,0,0,0,3,0,6,975,0,975,0
91,2,9,789,2,0,1,1,0,0,0,4,808,0,808,0
92,3,208,111,1,2,0,0,0,1,2,7,335,0,335,0
93,1,272,86,0,2,1,0,0,0,1,2,365,0,365,0
94,2,242,72,0,1,2,0,0,0,0,5,324,0,324,0
95,2,456,53,2,0,1,0,0,0,0,12,526,0,526,0
96,2,388,85,0,0,0,0,0,0,0,4,479,0,479,0
97,0,357,70,1,1,0,1,0,1,0,2,433,0,433,0
98,1,470,85,3,0,1,0,0,0,0,8,568,0,568,0
99,3,687,147,0,0,0,0,0,0,0,5,842,0,842,0
100,2,481,83,0,1,1,0,0,0,0,5,573,0,573,0
101,2,422,108,0,0,1,0,1,1,0,7,542,0,542,0
102,11,392,108,4,3,0,0,0,2,6,17,543,0,543,0
103,5,467,114,1,2,0,0,0,0,3,7,599,0,599,0
104,7,509,137,1,1,0,0,0,0,2,2,659,0,659,0
105,9,427,389,3,0,0,0,2,2,2,18,852,0,852,0
106,10,315,205,2,0,0,1,3,1,6,15,558,0,558,0
107,4,132,128,7,1,0,1,1,2,11,8,295,0,295,0
108,1,274,124,3,1,0,0,1,1,3,5,413,0,413,0
109,2,39,778,4,1,0,0,2,0,1,6,833,0,833,0
110,9,424,169,1,0,1,1,0,0,1,5,611,0,611,0
111,6,261,536,5,0,0,1,0,1,0,4,814,0,814,0
112,2,459,94,1,1,0,0,0,0,0,1,558,0,558,0
113,2,341,150,2,0,0,0,0,0,1,8,504,0,504,0
114,1,308,78,0,0,0,1,0,1,1,2,392,0,392,0
115,0,451,66,0,0,0,0,0,0,1,3,521,0,521,0
116,2,447,85,0,0,0,0,1,1,2,4,542,0,542,0
117,4,398,95,0,0,0,2,0,0,0,8,507,0,507,0
118,6,423,398,3,0,0,1,1,3,0,8,843,0,843,0
119,10,671,217,3,1,0,0,0,1,2,5,910,0,910,0
120,1,243,66,1,0,0,0,0,0,0,3,314,0,314,0
121,11,423,297,3,0,0,2,0,0,1,9,746,0,746,0
122,3,253,109,0,0,1,0,0,0,0,3,369,0,369,0
123,0,452,65,0,0,0,0,0,7,0,1,525,0,525,0
124,2,295,204,1,0,1,1,1,0,0,3,508,0,508,0
125,9,288,135,5,0,2,3,0,6,4,31,483,0,483,0
126,10,220,354,1,1,1,0,1,4,0,16,608,0,608,0
127,6,194,189,0,0,0,0,0,0,1,10,400,0,400,0
128,6,373,224,0,1,0,0,0,2,1,9,616,0,616,0
129,2,146,88,0,0,0,0,0,0,1,3,240,0,240,0
130,12,182,717,2,0,0,0,0,1,4,13,931,0,931,0
131,1,13,184,1,0,0,1,0,0,0,0,200,0,200,0
132,7,10,604,2,0,0,1,0,0,0,3,627,0,627,0
133,8,208,295,2,1,0,0,5,0,4,9,532,0,532,0
134,1,187,369,4,2,0,0,0,2,2,7,574,0,574,0
135,13,360,55,0,0,0,0,1,2,2,9,442,0,442,0
136,3,449,46,2,0,3,2,0,0,0,6,511,0,511,0
137,6,335,178,1,0,0,0,0,3,1,1,525,0,525,0
138,2,87,171,0,0,0,0,0,1,1,1,263,0,263,0
139,7,584,76,5,2,1,4,1,0,4,9,693,0,693,0
140,4,390,77,0,0,0,0,0,0,0,4,475,0,475,0
141,3,624,71,1,0,0,2,0,1,1,6,709,0,709,0
142,3,485,49,1,0,0,0,0,1,0,5,544,0,544,0
143,6,556,95,0,0,0,1,0,0,2,5,665,0,665,0
144,3,743,98,0,0,1,0,0,0,1,9,855,0,855,0
145,12,340,138,2,0,0,1,2,0,6,13,514,0,514,0
146,7,223,93,3,0,0,0,1,0,2,10,339,0,339,0
147,8,205,51,5,1,1,0,0,1,3,9,284,0,284,0
148,13,186,34,0,1,1,0,1,2,1,3,242,0,242,0
149,14,323,414,3,1,1,0,1,7,4,33,801,0,801,0
150,5,216,185,2,1,0,0,1,4,2,6,422,0,422,0
151,10,361,194,3,1,1,0,1,3,4,22,600,0,600,0
152,4,192,49,2,2,0,0,0,3,3,3,258,0,258,0
153,12,280,302,2,1,0,1,2,4,6,34,644,0,644,0
154,10,460,120,0,0,0,0,0,5,5,17,617,0,617,0
155,1,13,189,2,0,0,0,0,0,1,2,208,0,208,0
156,2,275,185,0,1,0,2,0,0,2,3,470,0,470,0
157,10,363,74,0,0,0,2,1,3,3,6,462,0,462,0
158,22,484,226,3,1,2,0,1,5,9,8,761,0,761,0
159,5,182,396,4,2,2,1,0,4,6,6,608,0,608,0
160,9,344,51,0,0,0,0,2,4,3,6,419,0,419,0
161,13,357,55,2,0,0,0,0,1,6,10,444,0,444,0
162,7,231,418,6,1,1,0,4,8,5,11,692,0,692,0
163,6,268,302,3,0,0,1,3,2,0,9,594,0,594,0
164,8,184,188,2,1,0,0,1,4,5,5,398,0,398,0
165,2,254,6,0,0,0,0,0,0,0,0,262,0,262,0
166,6,248,449,9,0,1,0,3,4,2,10,732,0,732,0
167,8,216,153,3,2,1,0,0,2,2,14,401,0,401,0
168,0,27,226,3,0,0,0,1,0,1,1,259,0,259,0
169,1,170,56,0,0,1,0,1,0,0,2,231,0,231,0
170,11,300,179,1,2,1,1,3,6,1,7,512,0,512,0
171,7,299,478,6,1,1,1,1,4,0,13,811,0,811,0
172,13,344,338,3,3,1,2,2,3,5,9,723,0,723,0
173,4,551,144,5,1,3,1,0,4,1,7,721,0,721,0
174,7,447,153,0,0,1,1,0,3,2,4,618,0,618,0
175,7,235,425,8,0,1,3,3,5,1,13,701,0,701,0
176,13,556,155,5,1,0,2,0,1,4,10,747,0,747,0
177,8,562,90,5,2,1,1,0,0,4,7,680,0,680,0
178,12,330,510,6,1,1,2,4,2,4,16,888,0,888,0
179,3,877,94,4,0,0,0,1,0,1,9,989,0,989,0
180,2,554,150,1,0,0,0,0,0,1,3,711,0,711,0
181,2,289,53,0,0,0,0,0,0,1,2,347,0,347,0
182,1,224,81,0,2,0,0,1,0,2,8,319,0,319,0
183,2,531,115,2,1,0,0,0,3,0,6,660,0,660,0
184,9,619,102,3,1,0,0,0,0,4,7,745,0,745,0
185,9,85,581,1,2,0,0,1,5,0,14,698,0,698,0
186,9,336,234,6,2,0,1,2,1,3,15,609,0,609,0
187,10,453,74,0,2,1,1,0,1,1,17,560,0,560,0
188,7,161,421,1,0,0,0,3,1,3,5,602,0,602,0
189,1,230,28,0,0,0,0,0,0,0,1,260,0,260,0
190,13,418,210,2,0,0,1,2,5,4,21,676,0,676,0
191,5,97,350,3,1,1,0,5,1,6,3,472,0,472,0
192,11,433,94,2,0,0,1,3,1,6,7,558,0,558,0
193,3,202,96,3,4,0,1,1,2,0,3,315,0,315,0
194,10,265,65,2,0,1,0,0,2,3,9,357,0,357,0
195,4,304,186,3,0,0,2,1,3,2,7,512,0,512,0
196,12,362,164,4,2,1,0,1,5,5,11,567,0,567,0
197,4,396,137,2,2,0,1,0,0,8,6,556,0,556,0
198,5,164,123,2,0,1,0,0,0,2,3,300,0,300,0
199,9,547,341,6,0,0,2,0,1,2,6,914,0,914,0
200,5,348,256,3,2,1,1,0,1,3,1,621,0,621,0
201,7,161,221,2,2,1,1,0,3,3,10,411,0,411,0
202,6,491,401,4,1,1,1,0,1,1,6,913,0,913,0
203,12,333,222,2,2,0,1,1,0,5,3,581,0,581,0
204,11,356,325,5,1,1,2,0,1,2,22,726,0,726,0
205,9,383,231,0,1,1,0,0,1,1,10,637,0,637,0
206,9,53,340,3,0,0,2,0,2,5,10,424,0,424,0
207,11,298,79,0,1,0,0,0,1,2,2,394,0,394,0
208,6,255,82,1,0,0,2,0,0,4,4,354,0,354,0
209,6,397,206,6,0,1,2,1,8,8,30,665,0,665,0
210,7,244,458,7,1,2,2,3,2,8,7,741,0,741,0
211,2,261,210,2,0,0,0,0,0,0,0,475,0,475,0
212,13,476,74,1,0,0,0,1,1,6,15,587,0,587,0
213,0,78,217,2,0,0,0,0,0,0,1,298,0,298,0
214,7,149,188,5,0,0,1,0,3,0,7,360,0,360,0
215,6,191,271,2,0,0,0,1,1,2,6,480,0,480,0
216,10,388,477,8,2,0,1,2,1,5,8,902,0,902,0
217,3,309,64,1,2,0,0,2,1,4,3,389,0,389,0
218,3,52,131,1,0,0,0,1,4,1,2,195,0,195,0
219,6,504,117,1,0,0,0,1,2,3,9,643,0,643,0
220,7,173,57,1,1,0,2,1,2,2,9,255,0,255,0
221,8,391,34,0,1,2,0,0,0,2,6,444,0,444,0
222,3,143,92,2,0,0,0,1,2,2,9,254,0,254,0
223,7,294,140,2,1,0,0,0,1,2,8,455,0,455,0
224,18,379,117,6,0,0,1,2,7,11,19,560,0,560,0
225,8,245,217,3,1,0,0,2,1,5,9,491,0,491,0
226,5,241,337,7,0,3,0,4,2,1,7,607,0,607,0
227,15,312,293,3,1,1,1,1,1,2,7,637,0,637,0
228,8,183,352,8,2,2,0,2,0,5,3,565,0,565,0
229,14,470,135,0,1,0,1,1,2,8,10,642,0,642,0
230,14,561,74,1,2,0,2,2,7,3,15,681,0,681,0
231,9,71,428,6,1,0,0,1,5,1,9,531,0,531,0
232,3,149,545,4,1,0,0,1,0,0,4,707,0,707,0
233,9,365,68,3,3,0,1,0,0,5,4,458,0,458,0
234,13,471,184,2,1,0,0,2,3,7,14,697,0,697,0
235,7,256,133,5,1,1,0,0,1,0,5,409,0,409,0
236,4,189,93,2,2,1,0,1,3,2,12,309,0,309,0
237,9,225,213,3,1,0,1,1,1,1,14,469,0,469,0
238,7,282,116,4,1,0,0,3,3,6,8,430,0,430,0
239,3,249,158,1,2,0,1,3,0,6,7,430,0,430,0
240,8,66,136,1,1,1,0,0,1,3,3,220,0,220,0
241,5,563,256,6,0,2,0,0,1,4,5,842,0,842,0
242,0,307,221,1,0,0,0,1,3,3,5,541,0,541,0
243,0,80,476,0,0,0,0,0,0,0,0,556,0,556,0
244,17,591,229,2,1,3,2,4,3,3,24,879,0,879,0
245,10,284,333,3,1,1,0,0,3,1,4,640,0,640,0
246,11,453,246,4,1,1,1,1,1,2,8,729,0,729,0
247,7,712,110,4,2,5,1,0,2,6,9,858,0,858,0
248,23,360,456,8,1,4,1,5,6,9,31,904,0,904,0
249,22,503,193,4,2,4,5,11,13,12,28,797,0,797,0
250,0,273,8,0,1,0,0,0,0,0,0,282,0,282,0
251,10,365,264,4,3,2,0,1,2,6,12,669,0,669,0
252,7,192,366,5,0,1,2,2,8,3,6,592,0,592,0
253,3,295,118,0,1,0,1,1,1,0,1,421,0,421,0
254,12,360,390,6,3,0,2,2,2,8,17,802,0,802,0
255,6,225,129,2,0,0,0,0,2,1,12,377,0,377,0
256,0,240,20,0,0,0,0,0,0,0,1,261,0,261,0
257,10,133,248,3,0,1,1,0,0,0,1,397,0,397,0
258,3,368,112,3,0,0,1,1,1,3,5,497,0,497,0
259,8,275,361,7,0,0,1,0,4,2,10,668,0,668,0
260,16,284,348,2,4,1,0,3,1,2,14,675,0,675,0
261,4,285,68,0,0,1,1,1,1,0,6,367,0,367,0
262,5,289,109,3,0,0,1,1,0,3,4,415,0,415,0
263,11,221,124,4,2,1,3,0,2,1,7,376,0,376,0
264,3,189,29,0,1,0,0,0,0,1,2,225,0,225,0
265,7,221,161,4,0,1,1,2,1,2,3,403,0,403,0
266,0,128,237,2,0,0,0,0,0,1,0,368,0,368,0
267,9,465,183,2,0,1,1,2,4,6,19,692,0,692,0
268,13,379,189,6,2,0,2,1,4,2,16,614,0,614,0
269,9,190,113,2,0,2,0,0,1,1,1,319,0,319,0
270,6,242,82,1,2,1,0,0,1,4,12,351,0,351,0
271,2,392,160,6,2,0,2,1,2,3,16,586,0,586,0
272,2,461,119,4,0,0,1,1,1,1,6,596,0,596,0
273,10,217,215,7,0,1,3,1,9,4,19,486,0,486,0
274,8,260,187,3,1,0,4,1,1,3,5,473,0,473,0
275,9,291,212,1,3,2,3,0,3,4,13,541,0,541,0
276,6,131,138,3,1,0,0,1,2,3,6,291,0,291,0
277,14,216,103,3,1,1,1,1,5,5,14,364,0,364,0
278,7,261,82,3,1,0,2,1,3,4,17,381,0,381,0
279,13,119,281,3,0,0,0,0,2,2,14,434,0,434,0
280,9,329,131,4,1,0,1,5,2,11,22,515,0,515,0
281,5,246,47,2,1,0,0,1,2,6,11,321,0,321,0
282,1,396,32,0,0,0,0,0,1,0,1,431,0,431,0
283,14,479,193,3,1,0,0,1,0,2,1,694,0,694,0
284,10,120,266,5,1,0,0,4,5,10,24,445,0,445,0
285,9,99,279,2,0,0,0,1,2,2,5,399,0,399,0
286,3,201,57,0,1,0,0,0,0,0,1,263,0,263,0
287,16,426,347,3,0,1,0,2,12,5,25,837,0,837,0
288,4,333,217,5,1,0,0,1,1,5,15,582,0,582,0
289,9,394,185,5,2,0,0,6,4,3,18,626,0,626,0
290,0,276,9,0,0,0,0,0,1,0,1,287,0,287,0
291,7,166,64,1,0,0,0,0,2,3,7,250,0,250,0
292,7,70,374,9,2,0,1,1,3,3,11,481,0,481,0
293,3,49,199,4,0,0,0,0,0,2,4,261,0,261,0
294,3,339,23,2,2,0,0,0,0,0,5,374,0,374,0
295,2,273,56,5,0,1,0,0,2,0,5,344,0,344,0
296,11,281,100,2,1,1,0,3,1,3,14,417,0,417,0
297,8,167,47,0,0,0,0,0,1,2,2,227,0,227,0
298,5,188,321,5,0,0,2,4,6,8,16,555,0,555,0
299,1,175,15,0,0,0,1,1,1,0,1,195,0,195,0
300,11,304,307,6,2,0,3,1,5,5,19,663,0,663,0
301,2,157,38,0,2,1,0,1,3,1,4,209,0,209,0
302,2,154,118,3,0,0,1,2,1,2,2,285,0,285,0
303,11,253,332,10,2,0,1,4,8,0,3,624,0,624,0
304,5,233,188,3,1,2,0,2,3,1,10,448,0,448,0
305,10,173,86,1,0,0,0,2,3,7,5,287,0,287,0
306,1,52,80,0,0,0,1,0,1,5,2,142,0,142,0
307,5,24,261,2,1,0,0,0,1,0,2,296,0,296,0
308,15,265,303,7,0,0,0,2,0,2,5,599,0,599,0
309,12,434,233,5,6,3,1,4,4,3,14,719,0,719,0
