polling station,BHAMBHI CHANDUBHAI MULCHANDBHAI,RATHOD DIPSINH SHANKARSINH,SHANKERSINH VAGHELA BAPU,PATEL BHOGILAL HARIBHAI,SHEKH ARIF KHAN,PATEL ISHWARBHAI SAKRAJI ,PATEL PURUSOTTAMBHAI AMBALAL,BALUSINGH SOMANSINGH NARVE,VELANI SHANTILAL KARAMSHI,SOLANKI CHHAGANBHAI KEVALABHAI,NOTA,valid,Rejected Votes,Total Votes,Tender Votes
75,7,334,133,1,0,1,1,0,3,6,4,490,0,490,0
76,1,52,190,2,0,0,2,0,1,1,3,252,0,252,0
77,13,329,262,6,1,0,0,0,0,4,7,622,0,622,0
78,5,108,233,2,0,1,1,0,1,4,6,361,0,361,0
79,6,306,96,6,0,0,0,1,1,0,5,421,0,421,0
80,2,225,263,7,0,0,2,1,1,1,8,510,0,510,0
81,6,264,298,6,0,1,0,1,2,3,6,587,0,587,0
82,4,230,517,7,2,0,1,5,8,5,6,785,0,785,0
83,4,152,105,1,0,0,0,1,1,1,7,272,0,272,0
84,12,209,149,8,2,0,1,1,10,8,8,408,0,408,0
85,5,317,252,10,1,1,1,3,6,4,14,614,0,614,0
86,1,135,66,1,0,2,0,1,5,5,8,224,0,224,0
87,4,313,128,3,0,0,0,2,1,3,6,460,0,460,0
88,9,116,499,13,2,1,0,4,3,10,24,681,0,681,0
89,12,152,203,5,1,0,0,2,0,6,13,394,0,394,0
90,10,312,129,4,0,0,0,1,0,2,3,461,0,461,0
91,18,245,227,7,0,0,0,3,2,4,7,513,0,513,0
92,4,348,43,2,0,0,3,0,2,2,2,406,0,406,0
93,7,245,125,6,3,1,0,1,2,6,7,403,0,403,0
94,2,169,128,1,0,0,1,0,3,7,4,315,0,315,0
95,6,175,231,5,0,1,1,3,3,4,9,438,0,438,0
96,9,298,358,4,0,0,1,3,8,2,33,716,0,716,0
97,9,666,149,5,0,1,1,5,9,15,16,876,0,876,0
98,11,68,333,7,3,0,3,2,12,2,11,452,0,452,0
99,6,270,358,5,1,1,2,1,5,8,22,679,0,679,0
100,1,104,73,3,0,0,1,0,0,0,0,182,0,182,0
101,10,560,48,3,3,1,1,6,3,7,14,656,0,656,0
102,13,327,193,7,2,1,0,1,8,15,19,586,0,586,0
103,17,351,276,3,2,1,3,4,10,8,28,703,0,703,0
104,5,62,221,8,0,0,1,0,0,1,2,300,0,300,0
105,5,247,253,2,0,0,1,6,4,2,8,528,0,528,0
106,9,291,197,2,0,2,1,1,0,2,5,510,0,510,0
107,6,242,120,5,0,0,1,2,2,4,11,393,0,393,0
108,10,412,261,9,4,0,3,2,2,4,10,717,0,717,0
109,14,727,64,4,1,2,0,0,0,2,1,815,0,815,0
110,5,351,208,3,0,0,0,0,0,2,1,570,0,570,0
111,6,406,166,2,1,0,0,0,2,2,2,587,0,587,0
112,9,169,242,8,3,2,3,2,4,5,6,453,0,453,0
113,7,95,173,2,0,0,0,0,3,2,3,285,0,285,0
114,3,208,84,4,1,0,2,1,1,1,1,306,0,306,0
115,1,194,56,1,0,1,0,2,2,0,4,261,0,261,0
116,7,80,164,3,5,1,1,3,5,2,5,276,0,276,0
117,16,452,198,7,0,1,2,2,4,30,22,734,0,734,0
118,6,331,120,2,4,0,1,2,1,8,7,482,0,482,0
119,16,217,278,9,0,0,0,2,3,0,5,530,0,530,0
120,17,368,269,13,4,1,3,4,3,1,8,691,0,691,0
121,15,213,331,11,3,2,1,1,4,2,9,592,0,592,0
122,6,67,199,5,1,0,0,1,5,2,6,292,0,292,0
123,4,25,212,0,1,0,1,1,0,0,3,247,0,247,0
124,4,153,18,2,0,0,0,0,0,3,3,183,0,183,0
125,11,329,88,4,1,0,1,0,1,3,5,443,0,443,0
126,7,367,126,3,0,0,0,1,1,1,6,512,0,512,0
127,5,426,209,4,3,0,2,2,4,12,11,678,0,678,0
128,0,298,37,2,2,0,0,0,5,0,0,344,0,344,0
129,1,101,150,1,1,0,1,0,1,3,1,260,0,260,0
130,1,146,19,0,0,0,0,0,0,0,1,167,0,167,0
131,4,76,135,1,0,1,0,4,1,4,4,230,0,230,0
132,9,365,67,3,1,1,0,2,3,4,6,461,0,461,0
133,6,426,140,3,1,1,2,1,7,11,15,613,0,613,0
134,1,240,36,2,1,0,0,1,1,2,3,287,0,287,0
135,6,257,197,5,2,0,2,5,7,9,17,507,0,507,0
136,0,270,29,0,0,0,1,3,2,6,2,313,0,313,0
137,3,408,33,4,0,0,0,0,3,6,11,468,0,468,0
138,7,360,53,4,0,1,2,1,5,7,4,444,0,444,0
139,3,280,162,0,0,1,0,2,1,1,7,457,0,457,0
140,4,93,240,2,1,0,3,2,3,2,9,359,0,359,0
141,0,52,189,6,1,0,0,0,2,1,3,254,0,254,0
142,10,128,267,5,0,4,1,2,8,3,4,432,0,432,0
143,9,139,57,0,0,0,0,0,0,3,5,213,0,213,0
144,15,309,379,8,1,2,2,7,5,6,20,754,0,754,0
145,6,265,248,5,0,2,0,0,2,6,10,544,0,544,0
146,12,357,197,2,1,0,1,1,1,4,18,594,0,594,0
147,6,549,154,2,1,0,2,0,0,3,7,724,0,724,0
148,10,453,170,6,1,1,0,1,3,3,5,653,0,653,0
149,11,333,149,2,1,0,0,0,4,4,7,511,0,511,0
150,18,260,165,8,3,2,2,0,4,10,31,503,0,503,0
151,3,118,289,7,1,0,2,3,2,6,8,439,0,439,0
152,1,208,47,0,0,0,0,0,1,0,1,258,0,258,0
153,5,312,83,0,0,0,1,1,1,3,2,408,0,408,0
154,4,106,105,3,0,0,0,1,2,4,5,230,0,230,0
155,5,127,237,9,0,0,1,3,1,3,9,395,0,395,0
156,11,197,245,1,0,0,0,0,5,8,6,473,0,473,0
157,8,309,338,10,1,0,3,4,8,5,12,698,0,698,0
158,4,191,151,2,0,0,0,1,4,1,4,358,0,358,0
159,8,246,214,5,1,1,2,2,1,5,10,495,0,495,0
160,11,137,370,6,0,0,4,0,3,3,23,557,0,557,0
161,3,207,286,2,0,0,0,1,4,5,6,514,0,514,0
162,7,255,215,7,2,0,2,0,3,5,18,514,0,514,0
163,6,65,251,7,0,0,2,4,2,6,16,359,0,359,0
164,1,144,128,2,1,0,0,2,4,2,12,296,0,296,0
165,5,264,104,5,0,5,1,1,0,4,4,393,0,393,0
166,5,384,120,1,2,1,0,0,0,2,3,518,0,518,0
167,8,449,261,1,1,0,2,0,1,2,10,735,0,735,0
168,7,297,76,0,0,1,0,0,2,0,5,388,0,388,0
169,10,212,275,10,1,1,0,0,11,4,14,538,0,538,0
170,13,253,266,4,2,0,0,2,4,5,17,566,0,566,0
171,5,163,206,3,1,0,0,0,2,2,5,387,0,387,0
172,0,249,93,1,0,0,0,0,1,0,1,345,0,345,0
173,3,133,346,7,1,0,0,1,6,5,16,518,0,518,0
174,4,506,199,1,0,0,1,0,1,2,1,715,0,715,0
175,14,532,217,9,2,1,0,0,4,8,8,795,0,795,0
176,7,323,318,4,2,1,0,1,2,4,6,668,0,668,0
177,5,308,100,2,0,0,0,0,0,1,2,418,0,418,0
178,4,100,532,3,0,0,0,2,2,1,11,655,0,655,0
179,2,95,198,4,0,0,0,0,0,3,3,305,0,305,0
180,7,590,179,1,0,1,0,0,1,1,5,785,0,785,0
181,2,574,130,2,1,0,0,1,1,3,3,717,0,717,0
182,11,303,382,7,3,2,0,1,0,1,9,719,0,719,0
183,2,582,130,5,1,0,2,1,2,4,9,738,0,738,0
184,2,354,91,1,0,0,1,0,1,0,5,455,0,455,0
185,7,510,269,3,0,0,0,2,6,2,15,814,0,814,0
186,6,541,225,5,0,0,0,2,2,4,7,792,0,792,0
187,3,660,69,1,0,0,0,1,2,3,2,741,0,741,0
188,1,313,19,2,0,0,1,0,0,2,2,340,0,340,0
189,7,424,285,14,1,2,2,1,7,5,36,784,0,784,0
190,7,128,213,6,0,1,3,0,4,9,9,380,0,380,0
191,5,227,347,8,0,3,0,0,4,3,4,601,0,601,0
192,3,283,181,5,0,0,2,1,0,7,4,486,0,486,0
193,3,277,127,1,0,1,1,0,1,2,2,415,0,415,0
194,6,60,335,0,1,0,1,0,0,0,4,407,0,407,0
195,10,131,349,7,2,1,1,2,1,1,7,512,0,512,0
196,5,210,115,0,0,1,2,1,0,4,2,340,0,340,0
197,4,162,224,3,0,0,1,0,3,2,14,413,0,413,0
198,2,277,234,10,2,1,0,1,3,3,11,544,0,544,0
199,3,85,236,2,1,3,0,2,4,6,23,365,0,365,0
200,2,94,177,9,0,0,0,1,5,1,3,292,0,292,0
201,0,452,25,0,1,0,0,1,1,2,1,483,0,483,0
202,5,292,167,5,0,0,0,1,2,3,17,492,0,492,0
203,5,336,177,1,0,0,0,1,1,10,7,538,0,538,0
204,4,248,254,8,3,0,1,1,1,6,19,545,0,545,0
205,4,250,200,6,1,0,2,0,1,6,6,476,0,476,0
206,2,119,110,4,0,0,0,0,3,5,1,244,0,244,0
207,2,284,141,1,2,1,0,2,2,3,7,445,0,445,0
208,2,61,158,1,0,0,0,0,2,1,5,230,0,230,0
209,3,192,164,3,0,1,0,0,6,7,6,382,0,382,0
210,7,218,148,7,2,1,2,0,2,4,7,398,0,398,0
211,4,131,263,3,0,0,0,1,9,2,1,414,0,414,0
212,4,285,197,2,0,0,0,1,1,9,4,503,0,503,0
213,6,316,224,4,1,0,2,3,2,5,7,570,0,570,0
214,5,133,315,2,0,0,1,1,5,2,5,469,0,469,0
215,12,82,331,4,4,1,0,2,10,4,15,465,0,465,0
216,2,56,409,11,1,1,0,3,4,2,11,500,0,500,0
217,15,53,350,10,4,0,1,4,4,2,11,454,0,454,0
218,1,117,330,0,0,0,0,1,0,0,5,454,0,454,0
219,5,273,163,5,0,0,1,2,1,0,5,455,0,455,0
220,1,161,71,1,0,0,0,0,0,0,2,236,0,236,0
221,1,137,149,3,0,0,1,0,2,1,3,297,0,297,0
222,16,46,584,6,0,2,0,3,7,12,9,685,0,685,0
223,2,17,153,1,0,1,0,0,1,2,3,180,0,180,0
224,6,199,197,4,0,1,0,1,0,8,15,431,0,431,0
225,3,272,150,4,1,1,1,1,2,2,2,439,0,439,0
226,8,27,330,6,1,1,1,0,4,3,9,390,0,390,0
227,9,325,355,16,3,0,1,3,5,11,10,738,0,738,0
228,2,183,144,2,0,0,0,0,2,1,1,335,0,335,0
229,2,171,272,6,0,0,0,0,0,1,2,454,0,454,0
230,15,202,315,3,3,0,1,3,10,4,8,564,0,564,0
231,13,239,325,11,1,0,2,3,2,5,8,609,0,609,0
232,0,275,0,0,0,0,0,0,0,0,0,275,0,275,0
233,0,17,209,0,0,0,0,0,0,0,1,227,0,227,0
234,3,147,185,3,0,1,2,1,1,4,3,350,0,350,0
235,2,134,96,3,0,2,0,0,2,6,1,246,0,246,0
236,4,179,72,2,0,0,0,0,2,11,6,276,0,276,0
237,5,261,175,3,2,1,0,2,2,4,4,459,0,459,0
238,6,491,139,1,0,0,1,1,2,2,1,644,0,644,0
239,5,93,567,9,0,1,1,5,13,4,7,705,0,705,0
240,3,177,314,3,1,1,0,2,3,4,7,515,0,515,0
241,9,347,115,1,2,0,1,0,1,1,3,480,0,480,0
242,9,284,391,11,3,1,2,1,14,4,13,733,0,733,0
243,8,132,188,5,1,0,1,0,1,3,13,352,0,352,0
244,3,258,18,0,0,0,1,0,0,0,0,280,0,280,0
245,14,185,183,4,1,0,1,2,3,2,6,401,0,401,0
246,7,75,260,6,1,1,1,2,2,8,8,371,0,371,0
247,4,416,138,3,4,0,0,2,2,6,3,578,0,578,0
248,3,62,256,9,1,2,1,1,2,2,7,346,0,346,0
249,2,116,197,2,0,0,0,1,2,2,0,322,0,322,0
250,2,342,224,3,1,2,0,2,2,1,9,588,0,588,0
251,8,73,213,2,1,0,0,0,4,3,8,312,0,312,0
252,6,179,156,2,1,1,1,0,1,0,6,353,0,353,0
253,2,179,247,3,3,0,1,2,2,1,7,447,0,447,0
254,12,93,367,7,1,1,2,0,3,1,5,492,0,492,0
255,4,121,97,3,2,0,0,2,1,2,5,237,0,237,0
256,17,212,255,7,0,1,2,1,1,4,5,505,0,505,0
257,3,189,188,6,3,0,0,1,1,2,3,396,0,396,0
258,6,265,115,4,0,1,0,0,0,1,5,397,0,397,0
259,5,205,188,2,1,2,0,3,2,7,12,427,0,427,0
260,1,151,22,0,2,0,0,0,2,0,2,180,0,180,0
261,6,152,212,8,1,2,1,0,1,3,9,395,0,395,0
262,2,179,89,2,0,1,0,1,1,1,4,280,0,280,0
263,8,27,248,3,0,0,0,0,1,1,2,290,0,290,0
264,5,82,107,0,0,1,0,2,2,5,4,208,0,208,0
265,10,233,329,16,6,1,1,6,7,7,26,642,0,642,0
266,10,122,256,2,5,1,2,3,5,5,14,425,0,425,0
267,4,196,91,0,1,1,1,1,2,4,2,303,0,303,0
268,8,144,363,3,4,1,5,7,5,4,17,561,0,561,0
269,6,178,180,2,0,0,1,0,2,3,8,380,0,380,0
270,2,137,12,1,0,0,0,1,2,1,1,157,0,157,0
271,7,529,139,4,1,0,0,0,1,5,14,700,0,700,0
272,5,211,317,7,0,0,0,6,3,7,18,574,0,574,0
273,14,153,310,9,3,2,2,2,3,6,19,523,0,523,0
274,4,316,180,3,1,0,0,2,0,8,10,524,0,524,0
275,17,187,197,8,1,2,4,3,4,5,13,441,0,441,0
276,3,156,117,2,0,0,0,1,1,4,3,287,0,287,0
277,8,204,242,6,2,1,12,0,1,6,9,491,0,491,0
278,8,302,235,5,1,1,3,4,3,8,28,598,0,598,0
279,0,23,268,1,0,0,0,0,0,0,1,293,0,293,0
280,4,201,147,2,0,0,0,1,3,0,2,360,0,360,0
281,2,162,192,5,0,0,1,2,3,1,6,374,0,374,0
282,11,407,123,4,2,1,0,1,4,2,7,562,0,562,0
283,4,199,110,1,0,1,0,2,2,2,4,325,0,325,0
284,6,107,94,7,0,0,3,1,2,9,24,253,0,253,0
285,13,131,323,5,0,1,1,1,8,2,11,496,0,496,0
286,2,471,113,3,0,1,0,0,3,1,2,596,0,596,0
287,3,324,139,3,0,0,0,5,3,2,6,485,0,485,0
288,21,233,393,5,1,1,4,4,14,5,32,713,0,713,0
289,13,114,375,6,2,0,0,2,7,2,15,536,0,536,0
290,1,37,116,3,1,1,1,0,1,6,4,171,0,171,0
291,8,125,401,9,0,1,0,2,9,3,16,574,0,574,0
292,0,212,259,3,1,1,0,1,3,5,7,492,0,492,0
293,2,226,170,3,1,0,2,2,5,3,8,422,0,422,0
294,2,342,187,5,0,0,0,1,1,0,1,539,0,539,0
295,3,65,212,6,0,1,1,0,5,4,12,309,0,309,0
296,8,156,365,7,6,3,2,3,8,4,19,581,0,581,0
297,1,85,64,0,0,1,0,0,2,2,1,156,0,156,0
298,10,106,254,10,0,1,1,2,2,8,11,405,0,405,0
299,6,223,246,7,1,1,3,3,5,10,12,517,0,517,0
