polling station,,,,,,,,,,,valid,No. of rejected votes,NOTA,Total,No. of tendered votes
53,11,423,7,295,3,0,0,0,1,9,749,0,16,765,0
54,2,451,6,184,3,0,0,5,1,1,653,0,3,656,0
55,9,664,8,66,0,0,3,3,2,5,760,0,10,770,0
56,15,634,11,111,7,0,0,3,4,3,788,0,12,800,0
57,1,460,9,124,4,0,2,4,3,5,612,0,9,621,0
58,10,485,5,151,2,0,2,1,2,4,662,0,12,674,0
59,1,164,2,34,2,1,0,0,0,1,205,0,1,206,0
60,4,267,4,311,1,0,0,4,1,3,595,0,6,601,0
61,2,236,4,168,3,0,0,0,1,2,416,0,4,420,0
62,5,380,4,102,8,0,1,1,1,1,503,0,6,509,0
63,4,420,11,336,10,1,3,10,5,11,811,0,26,837,0
64,0,185,4,460,9,0,2,0,1,0,661,0,3,664,0
65,22,567,16,202,4,3,4,1,2,8,829,0,16,845,0
66,7,505,8,361,4,2,1,2,3,12,905,0,18,923,0
67,5,180,7,281,3,3,1,2,2,2,486,0,10,496,0
68,1,69,12,127,4,0,0,1,0,2,216,0,3,219,0
69,9,250,11,231,5,1,3,3,3,11,527,0,13,540,0
70,14,325,10,239,7,2,7,10,2,8,624,0,25,649,0
71,5,152,9,184,7,1,1,11,4,6,380,0,5,385,0
72,1,16,2,311,1,2,1,1,0,1,336,0,2,338,0
73,6,333,8,388,7,1,3,5,8,5,764,0,4,768,0
74,12,455,8,187,2,0,1,4,2,2,673,0,12,685,0
75,0,340,3,45,3,0,1,1,1,1,395,0,6,401,0
76,6,545,13,260,4,1,1,0,1,8,839,0,10,849,0
77,3,243,11,267,13,0,0,5,0,4,546,0,12,558,0
78,7,422,5,102,2,0,0,1,1,2,542,0,13,555,0
79,10,489,10,146,4,1,0,3,4,2,669,0,21,690,0
80,15,579,12,163,6,1,1,8,5,22,812,0,22,834,0
81,1,410,8,212,5,0,1,6,2,9,654,0,14,668,0
82,2,448,4,84,5,0,2,0,3,3,551,0,6,557,0
83,2,230,5,375,5,1,1,1,2,2,624,0,10,634,0
84,0,232,3,334,2,0,1,0,1,2,575,0,5,580,0
85,0,162,5,365,5,0,1,1,0,1,540,0,6,546,0
86,2,686,3,36,3,0,1,0,0,1,732,0,1,733,0
87,4,558,4,85,3,0,0,0,0,0,654,0,4,658,0
88,2,54,5,155,4,0,3,3,2,5,233,0,7,240,0
89,5,358,9,201,8,0,1,5,6,8,601,0,15,616,0
90,11,328,8,130,3,1,1,5,6,12,505,0,12,517,0
91,14,205,10,232,7,4,3,3,8,20,506,0,32,538,0
92,7,247,8,241,5,4,3,11,9,13,548,0,19,567,0
93,8,207,6,332,4,1,3,6,6,10,583,0,43,626,0
94,6,471,11,253,9,1,1,3,6,14,775,0,11,786,0
95,3,183,4,664,3,1,3,3,9,6,879,0,10,889,0
96,7,271,6,324,4,0,2,5,1,1,621,0,4,625,0
97,4,273,6,273,4,2,7,8,4,16,597,0,19,616,0
98,6,542,15,182,6,2,1,2,3,9,768,0,18,786,0
99,12,338,8,229,0,0,2,3,2,4,598,0,18,616,0
100,13,453,8,166,4,2,1,3,7,9,666,0,14,680,0
101,7,394,4,181,4,1,0,1,4,6,602,0,24,626,0
102,6,241,1,381,5,0,4,6,6,4,654,0,20,674,0
103,3,346,5,137,4,3,2,2,5,4,511,0,19,530,0
104,12,531,10,277,8,3,2,6,4,17,870,0,30,900,0
105,8,496,6,113,3,0,2,6,5,12,651,0,16,667,0
106,3,388,8,207,4,0,1,4,9,7,631,0,11,642,0
107,11,365,7,207,1,0,3,0,2,2,598,0,9,607,0
108,14,295,9,251,5,0,2,0,2,2,580,0,5,585,0
109,5,265,13,499,3,3,3,9,5,7,812,0,15,827,0
110,10,362,6,275,5,0,0,6,4,8,676,0,13,689,0
111,6,213,3,298,0,3,1,7,4,5,540,0,6,546,0
112,0,212,6,334,1,1,0,2,0,6,562,0,12,574,0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2,165,2,365,7,0,1,0,2,1,545,0,3,548,0
115,5,246,10,310,2,0,0,4,2,10,589,0,29,618,0
116,4,388,4,261,7,0,0,1,1,2,668,0,6,674,0
117,4,103,6,519,4,1,0,0,3,7,647,0,6,653,0
118,5,358,10,184,3,0,1,2,1,0,564,0,10,574,0
119,3,111,1,468,2,0,1,0,1,0,587,0,6,593,0
120,1,123,1,500,5,1,1,1,1,2,636,0,11,647,0
121,7,169,5,643,6,0,1,2,4,7,844,0,12,856,0
122,2,162,13,479,9,2,1,6,9,9,692,0,60,752,0
123,3,106,4,519,8,1,1,3,2,2,649,0,11,660,0
124,1,105,1,289,0,2,1,1,0,0,400,0,3,403,0
125,5,141,4,503,3,0,1,3,4,6,670,0,5,675,0
126,4,350,6,169,5,0,0,0,3,11,548,0,10,558,0
127,9,220,7,417,9,0,2,3,3,4,674,0,12,686,0
128,8,243,11,558,11,5,5,16,10,9,876,0,19,895,0
129,6,210,10,278,7,2,1,3,2,2,521,0,27,548,0
130,2,166,5,270,7,3,3,2,1,3,462,0,10,472,0
131,2,155,2,394,5,2,1,1,2,4,568,0,3,571,0
132,6,274,2,175,0,0,2,6,5,7,477,0,10,487,0
133,1,161,2,103,1,1,0,1,4,1,275,0,5,280,0
134,4,89,4,194,4,0,2,4,0,4,305,0,4,309,0
135,15,354,10,327,9,0,3,5,2,6,731,0,33,764,0
136,3,102,3,318,4,2,1,0,0,2,435,0,6,441,0
137,1,345,2,103,1,0,0,0,0,1,453,0,7,460,0
138,4,180,7,559,9,0,3,3,1,4,770,0,13,783,0
139,12,268,7,293,5,1,2,3,4,8,603,0,20,623,0
140,2,31,4,271,0,1,2,1,1,1,314,0,2,316,0
141,9,301,7,221,1,2,5,4,2,7,559,0,16,575,0
142,4,270,9,219,6,0,2,2,1,9,522,0,12,534,0
143,6,149,7,447,11,1,0,8,4,6,639,0,18,657,0
144,3,246,6,233,3,0,0,3,3,6,503,0,12,515,0
145,5,362,3,143,3,0,0,4,4,7,531,0,10,541,0
146,6,132,3,411,9,0,2,2,3,5,573,0,10,583,0
147,4,270,7,232,4,1,0,0,2,5,525,0,10,535,0
148,7,401,11,285,10,1,3,8,6,6,738,0,24,762,0
149,2,199,8,184,4,2,1,0,1,2,403,0,3,406,0
150,12,270,10,378,8,3,2,5,12,6,706,0,28,734,0
151,3,415,0,171,5,2,2,0,2,2,602,0,7,609,0
152,7,297,2,291,1,0,1,3,1,6,609,0,12,621,0
153,10,239,10,362,6,0,0,2,6,5,640,0,6,646,0
154,1,258,2,369,4,3,3,4,6,1,651,0,9,660,0
155,12,503,2,331,7,1,1,3,1,1,862,0,8,870,0
156,3,535,10,286,2,1,1,5,1,7,851,0,7,858,0
157,9,532,6,228,5,0,1,4,6,10,801,0,3,804,0
158,3,265,7,223,2,0,0,2,1,3,506,0,11,517,0
159,4,262,6,122,3,0,1,2,2,3,405,0,9,414,0
160,9,337,5,278,3,1,0,1,2,6,642,0,12,654,0
161,5,214,3,365,1,0,2,5,6,5,606,0,10,616,0
162,0,112,1,108,2,0,0,0,0,1,224,0,3,227,0
163,6,85,3,154,3,0,0,6,0,0,257,0,5,262,0
164,8,216,6,461,9,2,1,4,3,1,711,0,5,716,0
165,10,203,5,300,1,0,0,4,6,10,539,0,17,556,0
166,6,291,1,195,1,1,3,2,2,6,508,0,10,518,0
167,3,272,6,239,4,0,1,6,3,5,539,0,9,548,0
168,4,219,1,111,1,1,0,1,4,3,345,0,4,349,0
169,10,347,9,365,4,2,4,2,3,6,752,0,11,763,0
170,2,216,2,281,2,2,0,5,2,4,516,0,5,521,0
171,16,406,4,334,6,0,1,2,0,4,773,0,9,782,0
172,5,275,2,370,9,0,3,2,2,5,673,0,8,681,0
173,1,169,2,582,9,0,4,0,1,2,770,0,3,773,0
174,6,417,5,311,5,0,1,4,1,4,754,0,16,770,0
175,5,268,5,438,5,1,2,2,2,4,732,0,11,743,0
176,6,269,6,348,3,2,4,2,4,1,645,0,16,661,0
177,3,426,2,323,5,2,2,5,2,5,775,0,14,789,0
178,2,169,3,388,6,1,4,2,2,1,578,0,12,590,0
179,10,339,7,399,10,0,1,2,4,4,776,0,15,791,0
180,19,369,6,362,8,2,1,8,5,5,785,0,8,793,0
181,7,166,4,455,2,1,0,6,4,4,649,0,10,659,0
182,2,233,9,320,2,1,0,6,5,2,580,0,6,586,0
183,8,189,6,625,9,1,0,4,5,6,853,0,13,866,0
184,4,202,3,264,3,3,1,0,4,5,489,0,6,495,0
185,6,339,12,425,11,1,4,7,5,11,821,0,26,847,0
186,7,431,5,186,5,1,1,3,4,5,648,0,10,658,0
187,4,161,3,287,6,0,0,1,1,2,465,0,3,468,0
188,1,78,4,361,4,1,0,1,0,2,452,0,4,456,0
189,9,160,4,299,2,1,2,2,0,9,488,0,18,506,0
190,5,328,4,122,6,2,0,4,5,6,482,0,10,492,0
191,5,340,5,253,8,0,1,2,0,0,614,0,3,617,0
192,7,383,9,392,3,0,4,5,3,6,812,0,12,824,0
193,9,287,8,447,6,1,1,3,2,7,771,0,11,782,0
194,3,289,8,334,6,1,0,7,1,5,654,0,7,661,0
195,10,393,5,300,6,4,2,11,3,8,742,0,16,758,0
196,2,125,6,353,4,1,1,3,4,1,500,0,3,503,0
197,5,148,6,228,6,1,1,2,2,8,407,0,6,413,0
198,4,231,9,311,3,1,1,2,4,4,570,0,5,575,0
199,7,297,9,396,3,3,3,11,5,8,742,0,13,755,0
200,8,248,4,133,2,0,10,4,4,1,414,0,6,420,0
201,1,235,4,130,2,1,0,0,1,7,381,0,6,387,0
202,2,91,4,556,3,0,2,3,0,1,662,0,3,665,0
203,7,260,13,218,1,1,0,14,6,10,530,0,30,560,0
204,5,160,3,211,6,0,0,4,5,6,400,0,11,411,0
205,4,264,5,202,1,1,1,5,1,5,489,0,14,503,0
206,9,246,2,355,5,1,2,0,1,1,622,0,4,626,0
207,3,200,2,427,5,1,2,3,2,3,648,0,7,655,0
208,13,317,1,147,6,1,1,3,1,1,491,0,6,497,0
209,4,98,9,339,5,0,1,2,0,5,463,0,3,466,0
210,8,169,4,414,2,2,3,7,3,1,613,0,13,626,0
211,4,229,4,319,8,0,1,3,3,3,574,0,9,583,0
212,7,275,6,432,9,0,1,3,3,5,741,0,11,752,1
213,11,103,5,282,4,0,1,3,5,5,419,0,6,425,0
214,1,150,9,289,5,1,1,3,4,2,465,0,3,468,0
215,4,269,5,287,5,0,2,2,2,1,577,0,0,577,0
216,1,276,3,231,5,1,1,3,2,0,523,0,6,529,0
217,6,340,8,301,13,4,1,4,3,8,688,0,19,707,0
218,2,395,15,196,6,1,2,3,8,13,641,0,37,678,0
219,1,232,4,208,2,0,2,1,1,3,454,0,12,466,0
220,3,266,0,153,2,1,0,0,1,4,430,0,4,434,0
221,5,211,1,417,7,1,1,6,4,6,659,0,9,668,0
222,10,417,2,240,8,0,0,1,1,9,688,0,6,694,0
223,12,221,5,387,9,1,2,0,1,6,644,0,10,654,0
224,9,383,4,236,11,1,3,8,1,11,667,0,18,685,0
225,18,330,6,284,7,0,2,17,7,9,680,0,17,697,0
226,9,280,13,307,2,1,1,6,3,6,628,0,15,643,0
227,8,298,7,320,8,0,2,19,5,5,672,0,13,685,0
228,9,224,10,277,5,1,2,40,13,7,588,0,27,615,0
229,4,293,4,322,3,3,1,15,4,4,653,0,10,663,0
230,11,203,5,423,6,2,5,9,2,3,669,0,15,684,0
231,3,235,5,235,3,3,4,2,3,1,494,0,4,498,0
232,8,337,8,341,9,1,5,5,8,7,729,0,22,751,0
233,12,286,7,373,10,0,1,0,3,8,700,0,9,709,0
234,9,354,8,202,0,0,0,6,2,9,590,0,14,604,0
235,8,314,10,358,6,1,5,3,0,9,714,0,12,726,0
236,6,244,10,317,7,1,3,2,12,2,604,0,13,617,0
237,7,215,3,399,7,2,0,2,5,6,646,0,9,655,0
238,9,136,4,458,6,2,1,3,0,9,628,0,15,643,0
239,5,210,6,170,2,1,1,2,2,4,403,0,17,420,0
240,14,248,3,252,5,2,1,2,0,3,530,0,6,536,0
241,7,233,8,343,12,0,1,4,2,2,612,0,6,618,0
242,14,269,12,156,5,4,0,2,3,5,470,0,15,485,0
243,4,198,7,470,1,1,1,0,3,8,693,0,16,709,0
244,1,195,1,458,4,1,0,1,1,1,663,0,8,671,0
245,6,477,6,137,7,3,1,2,3,7,649,0,22,671,0
246,6,235,7,256,6,0,0,5,5,10,530,0,13,543,0
247,5,191,6,226,2,0,1,1,4,4,440,0,4,444,0
248,4,292,7,530,10,3,3,0,9,14,872,0,16,888,0
