polling station,BHAMBHI CHANDUBHAI MULCHANDBHAI,RATHOD DIPSINH SHANKARSINH,SHANKERSINH VAGHELA BAPU,PATEL BHOGILAL HARIBHAI,SHEKH ARIF KHAN,PATEL ISHWARBHAI SAKRAJI ,PATEL PURUSOTTAMBHAI AMBALAL,BALUSINGH SOMANSINGH NARVE,VELANI SHANTILAL KARAMSHI,SOLANKI CHHAGANBHAI KEVALABHAI,NOTA,valid,Rejected Votes,Total Votes,Tender Votes
42,19,416,185,5,1,0,2,4,8,7,35,682,0,682,0
43,3,222,56,2,2,0,0,0,0,5,2,292,0,292,0
44,5,86,550,8,1,0,0,1,8,2,6,667,0,667,0
45,2,129,123,0,2,1,1,0,1,0,2,261,0,261,0
46,0,177,4,0,0,0,0,0,4,0,0,185,0,185,0
47,0,313,134,3,1,0,2,2,1,2,6,464,0,464,0
48,4,361,234,3,0,1,0,2,4,3,3,615,0,615,0
49,5,388,118,1,1,1,1,1,4,6,6,532,0,532,0
50,9,370,30,2,2,0,0,0,5,18,12,448,0,448,0
51,21,602,44,6,4,2,4,4,15,23,33,758,0,758,0
52,2,294,40,1,2,0,1,2,1,6,11,360,0,360,0
53,8,254,263,0,1,0,3,0,7,3,10,549,0,549,0
54,5,143,104,2,0,0,1,0,0,0,1,256,0,256,0
55,0,288,109,4,2,1,1,0,1,3,5,414,0,414,0
56,4,232,75,1,0,0,0,0,2,1,7,322,0,322,0
57,1,252,111,2,0,0,0,2,0,2,1,371,0,371,0
58,2,185,336,1,2,0,0,0,0,0,2,528,0,528,0
59,5,242,66,2,1,0,0,0,5,1,7,329,0,329,0
60,3,127,378,2,0,0,0,0,1,2,4,517,0,517,0
61,7,348,120,1,0,2,2,3,6,7,10,506,0,506,0
62,8,265,283,4,1,0,0,4,4,3,6,578,0,578,0
63,6,298,532,1,0,3,0,1,1,9,6,857,0,857,0
64,3,305,382,3,0,1,1,1,1,1,5,703,0,703,0
65,5,465,180,2,0,1,0,0,1,6,13,673,0,673,0
66,10,252,232,2,1,0,0,4,7,6,9,523,0,523,0
67,7,382,169,3,2,2,1,3,2,3,16,590,0,590,0
68,5,384,247,3,1,0,0,2,3,4,4,653,0,653,0
69,6,427,144,2,0,0,1,1,2,9,13,605,0,605,0
70,6,389,159,2,0,0,1,0,2,7,5,571,0,571,0
71,9,347,132,5,0,0,0,0,2,5,7,507,0,507,0
72,5,242,329,12,0,2,0,5,3,3,24,625,0,625,0
73,1,304,33,0,0,0,0,0,2,3,1,344,0,344,0
74,1,157,81,4,0,0,1,1,3,4,2,254,0,254,0
75,12,366,207,4,2,1,3,5,7,10,16,633,0,633,0
76,1,30,219,3,0,0,0,1,0,1,1,256,0,256,0
77,8,368,191,3,0,1,5,1,3,2,4,586,0,586,0
78,5,224,33,1,1,0,0,0,0,2,3,269,0,269,0
79,3,249,32,0,0,1,0,0,3,2,7,297,0,297,0
80,1,190,29,1,0,0,0,0,0,1,2,224,0,224,0
81,7,622,58,1,0,0,2,0,4,6,9,709,0,709,0
82,12,320,256,5,1,1,1,7,13,12,12,640,0,640,0
83,0,284,175,1,0,2,2,3,3,5,7,482,0,482,0
84,5,433,287,1,1,1,0,1,3,4,7,743,0,743,0
85,3,213,111,1,0,0,0,0,2,2,1,333,0,333,0
86,5,366,411,0,0,1,1,1,3,5,9,802,0,802,0
87,4,581,135,2,0,1,0,1,1,3,3,731,0,731,0
88,7,56,381,4,0,0,0,3,0,2,1,454,0,454,0
89,3,62,289,5,1,3,0,4,6,6,9,388,0,388,0
90,8,364,329,4,0,0,2,0,6,4,14,731,0,731,0
91,4,134,119,1,0,0,0,1,2,2,4,267,0,267,0
92,3,79,298,1,1,1,0,8,1,1,7,400,0,400,0
93,1,93,178,1,0,0,0,0,0,0,0,273,0,273,0
94,8,177,105,1,0,2,1,2,2,10,16,324,0,324,0
95,5,241,280,3,2,0,2,3,1,4,15,556,0,556,0
96,8,146,226,4,2,1,0,3,8,7,25,430,0,430,0
97,7,138,116,4,2,1,1,4,7,9,26,315,0,315,0
98,12,141,410,5,2,0,2,3,12,20,35,642,0,642,0
99,6,274,180,5,0,0,0,0,3,1,4,473,0,473,0
100,8,346,92,1,0,0,0,2,5,12,19,485,0,485,0
101,1,88,131,0,0,0,0,1,2,3,4,230,0,230,0
102,5,422,206,3,2,1,1,3,6,12,6,667,0,667,0
103,6,230,116,6,2,0,2,1,2,6,7,378,0,378,0
104,2,169,115,1,2,0,1,1,1,1,6,299,0,299,0
105,1,243,69,1,0,0,0,4,2,1,1,322,0,322,0
106,1,88,264,1,1,0,1,0,8,3,7,374,0,374,0
107,6,147,218,4,1,3,2,1,2,5,4,393,0,393,0
108,5,300,79,3,0,0,0,0,6,1,7,401,0,401,0
109,4,220,18,1,2,1,0,2,3,6,4,261,0,261,0
110,7,343,139,5,2,0,1,6,7,8,26,544,0,544,0
111,4,482,132,2,1,2,0,4,4,4,3,638,0,638,0
112,17,440,114,3,0,1,1,5,3,2,21,607,0,607,0
113,3,192,109,1,3,0,2,0,2,2,2,316,0,316,0
114,2,186,69,0,0,0,1,1,3,0,1,263,0,263,0
115,8,61,192,3,0,1,1,0,5,7,5,283,0,283,0
116,1,192,135,1,0,0,0,0,0,2,5,336,0,336,0
117,3,213,166,5,1,0,1,3,3,4,6,405,0,405,0
118,2,196,41,0,0,0,0,0,0,1,1,241,0,241,0
119,6,412,87,4,4,0,0,2,1,8,11,535,0,535,0
120,5,283,69,2,1,2,1,2,5,5,3,378,0,378,0
121,4,379,113,5,1,0,1,4,5,9,14,535,0,535,0
122,16,250,191,2,1,2,3,3,15,22,14,519,0,519,0
123,14,544,243,4,3,2,0,4,4,8,24,850,0,850,0
124,3,101,357,0,0,2,1,4,3,1,13,485,0,485,0
125,2,435,86,3,3,0,1,0,2,7,12,551,0,551,0
126,12,232,227,2,0,1,0,0,4,3,10,491,0,491,0
127,5,210,237,24,2,1,2,1,2,6,11,501,0,501,0
128,6,514,283,12,3,1,0,2,3,3,6,833,0,833,0
129,7,316,101,2,0,1,0,1,2,6,8,444,0,444,0
130,10,610,169,4,1,0,0,2,4,11,13,824,0,824,0
131,6,119,426,8,0,1,1,4,13,5,14,597,0,597,0
132,3,191,64,2,0,0,0,0,1,2,2,265,0,265,0
133,8,333,346,6,0,0,0,1,1,3,5,703,0,703,0
134,3,21,203,1,0,0,0,0,1,0,1,230,0,230,0
135,2,374,148,1,1,0,2,0,1,7,6,542,0,542,0
136,3,449,145,3,0,3,1,2,6,3,5,620,0,620,0
137,2,186,179,1,0,0,1,4,1,6,4,384,0,384,0
138,6,209,160,2,0,1,0,2,2,3,4,389,0,389,0
139,6,491,102,3,0,0,0,0,0,0,9,611,0,611,0
140,4,237,414,10,2,0,0,0,0,0,9,676,0,676,0
141,8,264,235,6,4,0,1,3,1,12,13,547,0,547,0
142,5,360,117,1,0,0,0,1,9,5,11,509,0,509,0
143,6,171,445,4,1,3,0,1,5,6,12,654,0,654,0
144,7,494,241,4,0,0,2,4,2,4,9,767,0,767,0
145,3,404,64,0,0,0,1,2,1,3,8,486,0,486,0
146,16,256,282,8,2,0,3,7,5,4,10,593,0,593,0
147,5,342,178,9,0,1,2,3,6,7,8,561,0,561,0
148,11,403,265,6,1,1,1,4,4,12,18,726,0,726,0
149,3,291,16,1,0,0,0,1,1,4,4,321,0,321,0
150,9,558,45,1,1,0,1,0,5,6,12,638,0,638,0
151,12,238,305,7,1,1,2,4,10,16,7,603,0,603,0
152,3,316,155,1,1,0,1,0,2,6,11,496,0,496,0
153,5,230,142,5,0,0,0,2,3,7,7,401,0,401,0
154,4,452,152,3,1,0,0,0,2,4,5,623,0,623,0
155,6,219,314,3,0,0,2,0,3,8,13,568,0,568,0
156,3,22,702,4,1,1,0,1,3,1,3,741,0,741,0
157,12,40,558,6,1,1,1,4,3,4,3,633,0,633,0
158,3,377,316,2,1,1,0,0,5,6,12,723,0,723,0
159,3,266,205,1,1,0,1,2,2,1,5,487,0,487,0
160,7,447,230,2,0,1,0,2,9,7,14,719,0,719,0
161,3,315,368,7,1,0,1,1,3,2,8,709,0,709,0
162,14,272,298,5,1,0,1,4,4,13,13,625,0,625,0
163,2,44,663,3,2,0,0,0,3,3,5,725,0,725,0
164,11,564,148,5,4,1,3,2,7,7,16,768,0,768,0
165,2,409,83,0,0,0,1,0,1,0,3,499,0,499,0
166,0,273,58,2,0,0,0,0,0,0,1,334,0,334,0
167,2,332,246,0,0,1,0,0,0,2,3,586,0,586,0
168,3,82,264,1,0,0,0,1,0,0,4,355,0,355,0
169,2,207,63,1,1,0,0,1,0,0,1,276,0,276,0
170,5,194,492,3,2,0,0,2,1,1,4,704,0,704,0
171,8,225,412,6,1,1,0,0,3,1,3,660,0,660,0
172,3,426,94,0,1,0,0,0,0,1,7,532,0,532,0
173,4,111,637,4,3,2,0,2,2,4,8,777,0,777,0
174,16,92,376,2,0,0,0,1,0,1,2,490,0,490,0
175,14,323,461,4,0,0,0,0,5,2,8,817,0,817,0
176,8,266,462,2,0,0,0,0,2,1,2,743,0,743,0
177,3,45,192,2,0,0,0,0,1,0,1,244,0,244,0
178,8,448,191,2,0,0,0,2,3,8,13,675,0,675,0
179,3,492,129,1,0,1,0,0,5,2,10,643,0,643,0
180,4,585,109,0,0,0,0,0,0,1,4,703,0,703,0
181,1,330,59,0,1,1,0,0,2,2,2,398,0,398,0
182,5,393,269,4,2,1,1,3,4,1,11,694,0,694,0
183,6,620,148,2,1,0,2,1,1,1,11,793,0,793,0
184,12,457,98,4,0,0,0,3,0,1,14,589,0,589,0
185,10,470,127,11,4,0,2,0,2,8,13,647,0,647,0
186,13,343,178,4,0,2,0,3,0,1,16,560,0,560,0
187,11,453,214,0,0,0,0,2,1,2,9,692,0,692,0
188,1,265,58,0,0,0,0,0,0,0,5,329,0,329,0
189,2,403,85,1,0,1,1,0,1,1,5,500,0,500,0
190,2,350,99,1,1,0,0,0,0,0,1,454,0,454,0
191,11,312,283,1,4,0,1,1,0,3,6,622,0,622,0
192,7,122,310,5,0,1,1,1,5,4,6,462,0,462,0
193,4,180,173,3,2,0,1,1,2,0,5,371,0,371,0
194,17,214,283,6,0,3,0,1,4,4,21,553,0,553,0
195,3,571,78,2,1,0,1,1,3,16,18,694,0,694,0
196,8,410,77,3,0,0,0,4,3,5,9,519,0,519,0
197,11,408,318,10,1,3,1,6,8,10,26,802,0,802,0
198,11,570,155,3,0,0,0,3,2,3,18,765,0,765,0
199,4,161,315,3,1,2,1,3,3,4,6,503,0,503,0
200,6,275,429,3,2,1,2,5,4,3,16,746,0,746,0
201,7,374,201,6,1,0,0,3,7,11,14,624,0,624,0
202,11,504,198,3,1,0,2,2,2,8,6,737,0,737,0
203,18,308,241,5,1,1,0,3,3,4,5,589,0,589,0
204,8,518,251,6,3,1,0,3,2,3,6,801,0,801,0
205,1,174,155,4,1,0,1,2,2,2,3,345,0,345,0
206,4,441,107,2,1,0,0,0,2,3,3,563,0,563,0
207,4,555,192,4,0,1,0,0,0,3,8,767,0,767,0
208,3,297,165,3,0,0,2,0,1,1,1,473,0,473,0
209,10,272,285,4,0,0,0,1,6,5,6,589,0,589,0
210,5,353,136,3,2,1,1,0,4,4,15,524,0,524,0
211,7,605,207,5,0,0,0,1,7,7,6,845,0,845,0
212,8,254,255,2,1,0,1,0,4,6,7,538,0,538,0
213,3,127,553,2,0,0,2,0,0,3,2,692,0,692,0
214,6,398,264,1,1,2,0,0,1,2,4,679,0,679,0
215,12,705,190,3,0,0,0,0,2,2,5,919,0,919,0
216,2,225,439,4,0,0,1,0,1,4,4,680,0,680,0
217,8,444,95,0,0,0,0,1,5,3,7,563,0,563,0
218,5,328,270,2,2,0,2,3,3,1,7,623,0,623,0
219,5,154,168,5,2,3,2,2,6,12,30,389,0,389,0
220,3,16,662,2,0,0,0,1,0,1,3,688,0,688,0
221,10,100,282,5,1,0,1,8,13,4,15,439,0,439,0
222,7,184,219,5,1,1,2,2,8,9,5,443,0,443,0
223,7,625,128,1,0,0,0,1,1,3,7,773,0,773,0
224,5,164,50,3,1,2,2,0,1,7,7,242,0,242,0
225,4,460,347,9,1,2,2,2,5,8,14,854,0,854,0
226,3,639,99,2,1,1,2,0,1,7,6,761,0,761,0
227,5,320,237,1,0,0,0,2,0,3,3,571,0,571,0
228,10,251,161,3,2,1,0,1,2,4,7,442,0,442,0
229,4,66,502,2,1,0,0,1,7,0,2,585,0,585,0
230,1,30,425,2,0,0,2,1,2,0,1,464,0,464,0
231,5,305,184,3,1,0,1,0,2,3,6,510,0,510,0
232,10,203,350,7,0,1,1,3,1,3,11,590,0,590,0
233,3,323,264,2,4,0,2,0,4,7,9,618,0,618,0
234,13,266,304,5,2,0,1,0,6,5,18,620,0,620,0
235,5,307,117,0,0,2,1,0,0,2,6,440,0,440,0
236,6,469,316,6,6,1,0,2,2,8,11,827,0,827,0
237,1,284,122,0,0,0,0,0,1,3,2,413,0,413,0
238,6,499,83,4,1,0,0,1,1,6,7,608,0,608,0
239,5,478,210,0,0,0,1,2,2,6,8,712,0,712,0
240,3,98,76,0,2,1,3,0,0,4,3,190,0,190,0
241,4,324,26,1,1,0,0,3,1,6,4,370,0,370,0
242,8,396,161,2,0,0,0,2,2,5,27,603,0,603,0
243,5,114,618,3,0,0,1,3,5,1,2,752,0,752,0
244,4,442,72,0,1,0,0,0,0,2,3,524,0,524,0
245,3,356,38,0,1,0,0,0,1,4,3,406,0,406,0
246,5,338,396,3,2,2,0,8,5,8,22,789,0,789,0
247,5,248,196,1,1,1,0,0,5,4,2,463,0,463,0
248,7,311,169,2,0,0,0,2,1,3,6,501,0,501,0
249,7,367,148,0,0,2,1,5,0,1,9,540,0,540,0
250,8,298,156,2,0,2,1,2,1,2,5,477,0,477,0
251,5,326,301,6,3,1,0,0,4,4,17,667,0,667,0
252,10,387,214,7,1,1,1,0,5,3,16,645,0,645,0
253,9,77,382,7,1,0,1,5,1,2,19,504,0,504,0
254,6,157,212,5,1,0,0,0,2,1,11,395,0,395,0
255,10,88,316,6,2,1,0,1,2,5,12,443,0,443,0
256,9,110,420,12,2,0,1,3,2,3,13,575,0,575,0
257,23,77,516,8,2,1,1,3,9,13,28,681,0,681,0
258,3,538,182,1,0,0,1,3,3,6,9,746,0,746,0
259,1,155,59,1,0,0,0,1,0,0,3,220,0,220,0
260,30,207,87,2,0,0,4,0,1,1,20,352,0,352,0
261,5,168,92,3,1,0,1,1,0,4,1,276,0,276,0
262,9,474,189,5,1,0,0,2,2,0,7,689,0,689,0
263,10,784,179,4,1,1,0,2,3,3,21,1008,0,1008,0
264,3,558,32,1,0,1,0,1,1,7,4,608,0,608,0
265,2,575,79,2,2,0,0,1,2,1,4,668,0,668,0
266,6,137,211,2,0,0,1,3,3,4,10,377,0,377,0
267,3,204,229,1,1,0,1,0,1,1,7,448,0,448,0
268,7,419,60,1,1,2,2,4,4,3,4,507,0,507,0
269,3,591,182,4,3,1,1,1,2,6,10,804,0,804,0
270,3,19,292,2,0,1,0,1,3,1,1,323,0,323,0
271,7,392,302,3,0,0,1,0,1,9,13,728,0,728,0
272,4,381,86,1,0,1,2,1,0,2,3,481,0,481,0
273,5,436,71,0,1,0,0,0,0,0,1,514,0,514,0
274,1,200,346,4,0,0,0,2,3,1,6,563,0,563,0
275,0,429,50,1,0,0,0,0,1,1,2,484,0,484,0
276,5,144,298,5,1,1,2,2,4,3,6,471,0,471,0
277,7,319,187,6,0,0,0,0,3,8,9,539,0,539,0
278,6,435,196,0,0,2,0,1,3,9,10,662,0,662,0
279,1,136,34,3,0,1,2,0,1,3,4,185,0,185,0
280,9,407,128,2,1,0,0,1,5,6,9,568,0,568,0
281,1,377,25,0,0,0,0,0,0,0,1,404,0,404,0
282,6,736,12,0,1,0,0,0,0,4,2,761,0,761,0
283,4,273,322,2,0,1,1,0,0,4,10,617,0,617,0
284,3,259,111,2,2,0,1,0,0,6,6,390,0,390,0
285,3,189,388,3,2,0,0,2,3,3,6,599,0,599,0
286,3,508,17,1,1,0,0,0,1,2,3,536,0,536,0
287,8,237,422,13,1,0,3,1,4,1,1,691,0,691,0
288,0,58,329,5,0,0,0,1,3,0,7,403,0,403,0
289,6,478,157,2,1,0,0,3,3,2,6,658,0,658,0
290,7,200,278,2,2,1,0,4,1,8,9,512,0,512,0
291,9,522,101,2,0,0,2,4,6,7,15,668,0,668,0
292,13,286,323,6,1,1,0,1,5,3,4,643,0,643,0
293,6,81,480,8,2,1,2,1,2,0,5,588,0,588,0
294,5,193,359,4,1,0,0,0,9,5,6,582,0,582,0
295,2,125,86,1,1,0,0,0,4,2,1,222,0,222,0
296,0,288,29,0,0,0,0,1,2,1,0,321,0,321,0
297,5,323,48,4,2,0,0,1,5,11,5,404,0,404,0
298,7,246,393,2,1,1,2,7,6,13,32,710,0,710,0
299,8,398,190,2,1,1,2,1,3,5,11,622,0,622,0
300,5,364,142,2,0,0,0,1,5,3,5,527,0,527,0
301,12,425,242,4,1,1,1,3,2,7,9,707,0,707,0
302,15,269,432,4,1,1,1,5,6,4,21,759,0,759,0
303,1,131,85,3,0,0,0,0,0,1,4,225,0,225,0
304,2,35,292,1,1,0,0,0,3,1,3,338,0,338,0
305,6,587,211,3,0,0,1,0,4,7,6,825,0,825,0
306,7,382,302,7,1,1,0,0,4,4,16,724,0,724,0
307,2,286,156,2,0,0,0,2,2,9,1,460,0,460,0
308,5,343,83,3,2,3,0,0,0,4,7,450,0,450,0
309,5,70,254,5,0,0,0,2,1,1,2,340,0,340,0
310,9,277,268,3,1,1,5,2,4,8,11,589,0,589,0
311,1,81,328,5,1,0,0,2,1,4,6,429,0,429,0
312,3,209,62,2,1,0,0,0,3,1,2,283,0,283,0
313,3,285,33,2,0,0,0,1,0,1,4,329,0,329,0
314,2,476,179,2,0,0,0,2,2,6,11,680,0,680,0
315,1,497,94,4,0,0,0,1,2,8,1,608,0,608,0
316,8,114,441,6,2,2,0,5,6,3,13,600,0,600,0
317,11,353,213,5,0,1,0,1,5,5,7,601,0,601,0
318,9,190,399,8,2,2,1,2,7,4,16,640,0,640,0
319,1,433,67,4,1,0,0,0,2,4,0,512,0,512,0
320,4,167,48,4,1,1,1,4,1,2,10,243,0,243,0
321,3,219,25,0,0,0,0,0,0,2,1,250,0,250,0
