ac_id_09,booth_id_14,booth_name_14,district_name_14,latitude,longitude,modis,modis_rank,booth_id_21
12,7,"Office of the Assistant Engineer I, Wd Iii(phe), Pwd(j Pwd(j E E Room) St St Inez,panaji Goa","North Goa",15.471879,73.820308,,,
12,8,"Telephone Exchange Building,miramar Goa","North Goa",15.472748,73.814171,,,
12,9,"Auxillium High School, (nursery Room),caranzalem Goa","North Goa",15.47182,73.81345,,,
12,10,"Auxillium High School, ( Parlour Room),caranzalem Goa","North Goa",15.47182,73.81345,,,
12,11,"Auxillium High School (garage),caranzalem Goa","North Goa",15.47182,73.81345,,,
12,30,"Little Lambs Pre Pre Primary & Primary & Royale Secondary School ( Kg Ii Room),sailem,taleigao Goa","North Goa",15.46593669,73.82636023,,,
12,31,"Little Lambs Pre Primary & Primary & Royale Secondary School (hall Room ),sailem ,taleigao Goa","North Goa",15.46586034,73.82641064,,,
12,32,"Ideal High School, ( North Wing),taleigao Goa","North Goa",15.47521673,73.82100456,,,
12,33,"Ideal High School ,( South Wing),taleigao Goa","North Goa",15.47480514,73.82068956,,,
12,34,"Ideal High School, ( West Wing ),taleigao Goa","North Goa",15.47505998,73.82097302,,,
12,35,"Hamara School,(managed by Kasturba Gandhi National Memorial Trust) Goa Branch,st Inez","North Goa",15.470887,73.820522,,,
13,1,"Govt Govt Primary School Manaswada, Chimbel, (west Wing)","North Goa",15.483499,73.8463323,,,
13,2,"Govt Govt Primary School, Manaswada, Chimbel, (east Wing)","North Goa",15.48308542,73.84993719,,,
13,3,"Provedoria Public Assistance Old Age Home","North Goa",15.483499,73.8463323,,,
13,4,"Village Panchayat Office, Chimbel, (south Wing)","North Goa",15.495854,73.872737,,,
13,5,"Village Panchayat Office, Chimbel (north Wing)","North Goa",15.495854,73.872737,,,
13,6,"Goa State Horticulture Corporation, Chimbel","North Goa",15.475685,73.843218,,,
13,7,"Govt Primary School, St Barbara, Chimbel, (north Wing)","North Goa",15.475685,73.843218,,,
13,8,"Govt Primary School, St Barbara, Chimbel, ( South Wing)","North Goa",15.475685,73.843218,,,
5,26,"Higher Secondary School Bldg Bldg At St Xavier's College,mapusa (room No No 203)","North Goa",15.599607,73.808453,,,
5,27,"Higher Secondary School Bldg Bldg At St Xavier's College,mapusa (room No No 204)","North Goa",15.599607,73.808453,,,
5,28,"Higher Secondary School Bldg Bldg At St Xavier's College Mapusa, H S S Hall of Arts Building, Mapusa","North Goa",15.599607,73.808453,,,
5,29,"Purushottam Walawalkar H S S School, Sundarabai Anant Kamat Lecture Hallkhorlim Mapusa (east Wing)","North Goa",15.595277,73.805336,,,
5,30,"Purushottam Walawalkar H S S School,ratnabai V Naique Burye Lecture Hall Khorlim Mapusa(west wing)","North Goa",15.595277,73.805336,,,
6,1,"Govt Primary School Chopdem Oxel Siolim","North Goa",15.636293,73.774202,,,
6,2,"Govt Primary School Bamanvado, Oxel(east Wing)","North Goa",15.634537,73.775296,,,
1,17,"Government Primary School Dandoswada, Mandrem","North Goa",15.682688,73.714571,,,
1,18,"Government Primary School Junaswada Mandrem","North Goa",15.670757,73.713615,,,
1,19,"Government Primary School Naikwada Mandrem","North Goa",15.68841,73.733196,,,
1,20,"Government Primary School Madhalamaj Mandrem(east Wing)","North Goa",15.664094,73.721459,,,
7,39,"Govt Govt Primary School, Tithavado, Nerul","North Goa",15.505864,73.785764,,,
13,35,"Village Panchayat Library, Near Football Ground, Bondir","North Goa",15.481938,73.842935,,,
13,36,"Room No 1, Near Football Ground, Bondir, St St Cruz","North Goa",15.4752218,73.8463857,,,
13,37,"St St Cruz Primary School, (north Wing), St St Cruz","North Goa",15.4810976,73.8471284,,,
13,38,"St St Cruz Primary School, (south Wing), St St Cruz","North Goa",15.4810976,73.8471284,,,
13,39,"Goa University, Faculty block A, Department of Physics","North Goa",15.459076,73.827166,,,
4,35,"Village Panchayat Bldg, Assonora (north Wing)","North Goa",15.619069,73.896248,,,
4,36,"Village Panchayat Bldg, Assonora (south Wing)","North Goa",15.6199185,73.896248,,,
4,37,"Govt Govt Primary School, Moitem, Assonora (west Wing)","North Goa",15.6190699,73.896248,,,
4,38,"Govt Govt Primary School, Moitem, Assonora (east Wing)","North Goa",15.625847,73.8827,,,
6,38,"Village Panchayat Office Verla","North Goa",15.590632,73.782409,,,
1,21,"Government Primary School,madhalamaj Mandrem (west Wing)","North Goa",15.664146,73.72133,,,
1,22,"Government Primary School Asvewada, Mandrem","North Goa",15.657121,73.719614,,,
1,23,"Government Primary School Deulwada Mandrem","North Goa",15.671222,73.722939,,,
1,24,"Jeejamata Bal Vikas Kendra, Askawada, Mandrem","North Goa",15.671883,73.725375,,,
1,25,"Government Primary School Deulwada Morjim (east Wing)","North Goa",15.636572,73.739676,,,
1,26,"Village Panchayat Morjim","North Goa",15.63651,73.739376,,,
1,27,"Government Primary School Mardiwada Morjim(east Wing)","North Goa",15.63465,73.730042,,,
1,28,"Government Primary School, Mardiwada Morjim (west Wing)","North Goa",15.634795,73.729935,,,
1,29,"Government Primary School Kannaikwada Morjim (east Wing)","North Goa",15.628823,73.735744,,,
1,30,"Government Primary School Kannaikwada Morjim(west Wing)","North Goa",15.633617,73.740036,,,
1,31,"Government Primary School Pokewada, Morjim","North Goa",15.631861,73.743989,,,
1,32,"Government Primary School Kattewada Morjim (east Wing)","North Goa",15.631096,73.736436,,,
13,9,"Govt Govt Primary/middle School, Kirlawada,(north Wing)","North Goa",15.4975057,73.86836,,,
13,28,"Bsnl, A Govt Govt of India Enterprise, Telephone Exchange, Bambolim, Alto St St Cruz","North Goa",15.461348,73.848348,,,
13,29,"St St Cruz High School (west Wing Wing 1), St St Cruz","North Goa",15.475648,73.84426,,,
13,30,"St St Cruz High School,(west Wing 2), St St Cruz, St St Agostinho, Calapor","North Goa",15.475648,73.84426,,,
13,31,"Urban Health & Training Centre, St St Cruz","North Goa",15.463592,73.858428,,,
13,32,"Office of National Association for the Blind, Segundo Bairo, Calapor (north wing)","North Goa",15.47543423,73.8405959,,,
13,33,"St St Cruz High School,(west Wing Wing 3), St St Cruz","North Goa",15.475648,73.848348,,,
13,34,"Office of National Association for the Blind, Segundo Bairo, Calapor, (south wing)","North Goa",15.475648,73.8405959,,,
14,1,"Govt Govt Primary & Middle School (n W ) Curca","North Goa",15.463773,73.882508,,,
14,2,"G P S S Gawalimoula","North Goa",15.457424,73.893339,,,
14,3,"Govt Govt Primary & Middle School (s W) Curca","North Goa",15.463773,73.882508,,,
1,33,"Government Primary School Government Primary School Kattewada Morjim (west Wing)","North Goa",15.631179,73.736265,,,
1,34,"Govt Govt Primary School Chopdem","North Goa",15.640513,73.758148,,,
2,8,"Govt Govt Primary School, Pethechawada (west South Wing)","North Goa",15.692459,73.760907,,,
2,9,"Govt Govt Primary School, Pethechawada (west North Wing)","North Goa",15.690972,73.760907,,,
2,10,"Govt Govt Primary School, Parastem","North Goa",15.720944,73.799454,,,
2,11,"Govt Govt Primary School Bhironda","North Goa",15.723764,73.785384,,,
2,12,"Hutatma Manohar Pednekar Govt Govt Primary School(east) Surbanwada","North Goa",15.715946,73.796257,,,
2,13,"Asst Asst District Education Inspector Conference Hall, Pernem","North Goa",15.715946,73.796257,,,
2,14,"Hutama Manohar Pednekar Govt Primary School (west) Surbanwada","North Goa",15.715946,73.796257,,,
2,15,"Government Higher Secondary School, Pernem","North Goa",15.720221,73.799752,,,
2,16,"Govt Govt Primary School, Naibag","North Goa",15.732986,73.796604,,,
2,17,"Government Primary & Middle School, Poroscadem","North Goa",15.740752,73.812246,,,
14,4,"G P S S Wadwad","North Goa",15.445593,73.864011,,,
14,5,"Balwadi Premises, Arcar","North Goa",15.463463,73.882647,,,
14,6,"G P S Bambolim","North Goa",15.462584,73.858012,,,
14,7,"G P S Pirbhat","North Goa",15.452155,73.852919,,,
14,8,"P W D D Office, G M C C Complex, Canturlim","North Goa",15.450019,73.863977,,,
14,9,"G P S S Siridao","North Goa",15.452729,73.859189,,,
14,10,"G P S (e W ), Paliem","North Goa",15.444611,73.864471,,,
14,11,"G P S (w (w W ), Paliem","North Goa",15.444611,73.864471,,,
14,12,"V P P Siridao","North Goa",15.443228,73.864863,,,
14,13,"V P P Ghar Batim(balwadi), Batim","North Goa",15.447682,73.883195,,,
14,14,"G P S , Gaonkar Waddo","North Goa",15.449756,73.888179,,,
14,15,"G P S S Maina","North Goa",15.455027,73.891835,,,
14,16,"G P S , Dando","North Goa",15.440112,73.886741,,,
8,9,"Govt Primary School Arraisvaddo, (east Wing) Nagoa","North Goa",15.544991,73.7663,,,
8,10,"Govt Primary School Arraisvaddo, (west Wing) Nagoa","North Goa",15.551606,73.760635,,,
8,11,"Govt Govt Primary School Sautawaddo, (north Wing) Calangute","North Goa",15.556082,73.756233,,,
8,12,"Govt Govt Primary School Sautowaddo, (south Wing) Calangute","North Goa",15.556082,73.756233,,,
8,13,"Govt Govt Primary School Sautawaddo, (central Wing) Calangute","North Goa",15.556082,73.756233,,,
6,39,"Govt Govt Primary School Lopeswado verla (east Wing)","North Goa",15.5907,73.782409,,,
6,40,"Sacred Heart High School Verla (north Wing)","North Goa",15.581708,73.748404,,,
6,41,"Sacred Heart High School Canca (south Wing)","North Goa",15.581708,73.748404,,,
9,31,"Sanjay School (south wing office Premises)alto Betim","North Goa",15.516458,73.834999,,,
9,32,"Village Panchayat Office, Panha de France","North Goa",15.51471,73.840114,,,
9,33,"Maritime school Building (grd (grd Flr) Virlosa (north wing)","North Goa",15.514559,73.839428,,,
9,34,"Maritime school Building (grd (grd Flr) Virlosa (south wing)","North Goa",15.513897,73.83857,,,
9,35,"Maritime school Building (grd (grd Flr) Virlosa (east wing)","North Goa",15.51307,73.837711,,,
9,36,"Govt Govt Primary School, (west wing) Betim","North Goa",15.512821,73.830515,,,
9,37,"Govt Govt Primary School, (east wing) Betim","North Goa",15.512822,73.830505,,,
9,38,"Govt Govt Primary School, (north wing) Betim","North Goa",15.512822,73.830515,,,
3,39,"Govt Govt Primary & Middle School, Shirodwadi (old School Building)","North Goa",15.614789,73.926398,,,
3,40,"Govt Govt Primary & Middle School, Shirodwadi (new School Building)","North Goa",15.614789,73.926398,,,
3,41,"Govt Govt Primary School, Bagwada, Mulgao","North Goa",15.620185,73.90667,,,
4,34,"St St Clara High School, Assonora (west Wing)","North Goa",15.6198239,73.8901729,,,
6,42,"Sacred Heart High School Canca (east Wing)","North Goa",15.581708,73.748404,,,
6,43,"Govt Govt Primary School Canca bandh (north Wing)","North Goa",15.599299,73.77867,,,
6,44,"Govt Govt Primary School Canca bandh (south Wing)","North Goa",15.599299,73.77867,,,
8,32,"Govt Govt Primary School Saipem Candolim","North Goa",15.521506,73.77248,,,
8,33,"Govt Govt Primary School Dando (south Wing) Candolim","North Goa",15.505715,73.770792,,,
20,36,"Government Primary School (north Wing) Mardol Ponda Goa","North Goa",15.442266,73.972661,,,
2,40,"Govt Govt Primary And Middle School, Casarvarnem (east North)","North Goa",15.716503,73.880641,,,
5,31,"Purushottam Walawalkar H S Schol Dr Balkrishna G S Cuvelkar lecture Hall Khorlim Mapusa(west Wing)","North Goa",15.595277,73.805336,,,
5,32,"Saraswat Vidyalay Khorlim Mapusa (east Wing)","North Goa",15.59492,73.805039,,,
5,33,"Saraswat Vidyalay Khorlim Mapusa (north Wing)","North Goa",15.59492,73.805039,,,
18,51,"Government Primary School, Saleli","North Goa",15.546413,74.085515,,,
18,52,"Government High School, Bhuipal","North Goa",15.542567,74.080499,,,
19,35,"Govt Govt Primary School, Barazan","North Goa",15.443373,74.064054,,,
19,36,"Govt Govt Primary School, Kantor","North Goa",15.444394,74.046121,,,
19,37,"Govt Govt Primary School, Par Parsol","North Goa",15.42289,74.053505,,,
19,38,"Govt Govt Primary School, Dhat (east Wing),","North Goa",15.419066,74.067493,,,
19,39,"Govt Govt Primary School, Dhat West Wing),","North Goa",15.419066,74.067493,,,
19,40,"Govt Govt Primary School, Kassailem (north Wing), Kassailem, Usgao","North Goa",15.513897,74.137695,,,
19,41,"Govt Govt Primary School, Kassailem (south Wing),","North Goa",15.53176,74.141815,,,
12,21,"Goa University Telephone Exchange,bsnl,dona Paula Goa","North Goa",15.465262,73.825352,,,
12,22,"Casa Do Povo De Taleigao, Old Village Panchayat Office,taleigao Goa","North Goa",15.46755318,73.81946537,,,
12,23,"Office of the Assistant Engineer,electricity Department,sd Iv,(billing Section)queunem Taleigao Goa","North Goa",15.46658543,73.8118512,,,
12,24,"Office of the Assistant Engineer,electricity Department,sd Iv,(j E Room)queunem Taleigao Taleigao Goa","North Goa",15.46653547,73.81183101,,,
12,25,"Office of the Assistant Engineer, Electricity Department, Sd Iv,(technical Section)queunem Taleigao","North Goa",15.46646978,73.81220296,,,
12,26,"Govt Govt Primary School, (north Wing) Nagali Taliegao Goa","North Goa",15.46459895,73.815526,,,
12,27,"Govt Govt Primary School, (south Wing) Nagali,taleigao Goa","North Goa",15.46477899,73.81555822,,,
12,28,"Govt Govt Primary School,(std Ii & Iv Class),st Paul Paul Taleigao Taleigao Goa","North Goa",15.47077091,73.8213461,,,
12,29,"Govt Govt Primary School ,(std ,(std I & Iii Class),st Paul Taleigao Goa","North Goa",15.47070559,73.8213378,,,
11,17,"Govt Govt Primary School, Portais","North Goa",15.49351,73.832796,"Urban area",7,
11,18,"Directorate of Archieves & Archeology, Altinho","North Goa",15.491194,73.82962,"Urban area",7,
11,19,"Massano de Amorim Library hall, Next to Primary Health Centre, Panaji","North Goa",15.498307,73.827088,"Urban area",7,
11,20,"Office Bldg of Directorate of Education, Panaji","North Goa",15.496901,73.823054,"Urban area",7,
11,21,"Office of the Chief Conservator of Forests, Dayanand Smriti Bldg , Panaji","North Goa",15.496009,73.825198,"Urban area",7,
11,22,"Goa College of Pharmacy, Room No 1 , Panaji","North Goa",15.4941953,73.8214711,"Urban area",7,
3,18,"Zonal Agriculture Office, Bicholim","North Goa",15.585299,73.95489,,,
3,19,"Goa I D C Office, Bicholim","North Goa",15.582876,73.955613,,,
3,20,"Goa I D C Hall, Bicholim","North Goa",15.582876,73.955613,,,
3,21,"Govt Govt Primary School, (north Wing) Bazarpeth, Bicholim","North Goa",15.588562,73.948207,,,
3,22,"Govt Govt Primary School, (south Wing) Bazarpeth, Bicholim","North Goa",15.588562,73.948207,,,
3,23,"Radhakrishna High School, Bicholim (north Wing)","North Goa",15.587883,73.9463,,,
3,24,"Radhakrishna High School, Bicholim (west Wing)","North Goa",15.587883,73.9463,,,
3,25,"Reading Room, Bicholim Muncipal Council","North Goa",15.587537,73.946668,,,
3,26,"Govt Govt Primary School, Katarwada, Bicholim","North Goa",15.580334,73.950165,,,
3,27,"Govt Govt Primary School Lamgao (east Wing)","North Goa",15.587679,73.940933,,,
3,28,"Govt Govt Primary School Lamgao (west Wing)","North Goa",15.587679,73.940933,,,
15,10,"Villagepanchayat Office, St St Estevam","North Goa",15.532163,73.948575,,,
15,11,"Office of the Jr Jr Engineer, St St Estevam","North Goa",15.531298,73.948178,,,
15,12,"St St Thereza High School, Palmar (east Wing)","North Goa",15.535339,73.95213,,,
15,13,"Govt Govt Primary School, Polwaddo","North Goa",15.534451,73.952635,,,
15,14,"St St Thereza High School, Palmar (west Wing)","North Goa",15.535339,73.95213,,,
15,15,"Govt Govt Primary School, Khadapwada (east Wing)","North Goa",15.515543,73.945487,,,
15,16,"Govt Govt Primary School, Khadapwada (west Wing)","North Goa",15.515543,73.945487,,,
15,17,"Govt Govt Primary School, Gawantwada","North Goa",15.50718,73.953448,,,
15,18,"Govt Govt Primary School, Khadapwada (side Bldg)","North Goa",15.51361,73.945372,,,
15,19,"Sharada Vidyalaya, Khadapwada, Cumbarjua","North Goa",15.513543,73.945922,,,
15,20,"Govt Govt Primary School, Khadapwada (old Bldg)","North Goa",15.512576,73.947327,,,
15,21,"House of Smt Smt Alice Afonso, Gaundalim","North Goa",15.513982,73.9421,,,
15,22,"Office f Z A O O Tiswadi, Ella Farm Baiguinim Old Goa","North Goa",15.500747,73.909296,,,
15,23,"Old Goa Education Institute, Ella","North Goa",15.494924,73.912341,,,
15,24,"Govt Govt Primary School , Mollar(east wing)","North Goa",15.497513,73.928638,,,
15,25,"Govt Govt Primary School, Ella (east wing) Mollar Se Old Goa","North Goa",15.497513,73.928638,,,
15,26,"Govt Govt Primary School, Ella(west Wing) Se Old Goa","North Goa",15.500747,73.909296,,,
15,27,"Village Panchayat Office, Corlim","North Goa",15.488299,73.935491,,,
15,28,"Multipurpose Community Hall, Corlim","North Goa",15.488299,73.935491,,,
16,21,"Govt Govt Primary School Madel (west wing)","North Goa",15.523062,73.870595,,,
16,22,"Govt Govt Primary School Madel (east wing)","North Goa",15.523062,73.870595,,,
16,23,"Govt Govt Primary Middle School Gaonkarwada (east wing) Naroa","North Goa",15.551069,73.921286,,,
16,24,"Govt Govt Primary Middle School Gaonkarwada (west wing) Narao","North Goa",15.551069,73.921286,,,
16,25,"Govt Govt Primary School Tarwada Pilgao","North Goa",15.553607,73.950109,,,
16,26,"Ideal High School","North Goa",15.558586,73.951683,,,
16,27,"Govt Govt Primary School Bagwada","North Goa",15.562655,73.966288,,,
16,28,"Govt Primary School Mathwada","North Goa",15.552358,73.966001,,,
16,29,"Narayan Zantye College of Commerce (vathadev) ( West Wing)","North Goa",15.593481,73.943354,,,
16,30,"Narayan Zantye College of Commerce, (vathadev) ( East wing)","North Goa",15.593481,73.943354,,,
16,31,"Govt Govt Primary School Vailowada Sarvan","North Goa",15.573042,73.965743,,,
16,32,"Govt Govt Primary School Kothi Karapur","North Goa",15.55756,73.977169,,,
16,33,"Govt Primary School Kudapwada","North Goa",15.557333,73.986598,,,
16,34,"Govt Primary School Bholwada","North Goa",15.562999,73.988674,,,
17,1,"Govt College of Arts Science & Commerce,sanquelim (west Wing)","North Goa",15.561702,74.015318,,,
17,2,"Multipurpose Hall,sanquelim","North Goa",15.555875,74.015801,,,
17,3,"Govt Primary School Gauthan","North Goa",15.550351,74.016392,,,
17,4,"Laxmibai G Sanzgiri Memorial School,new wada,sanquelim","North Goa",15.559829,74.013237,,,
17,5,"Govt Higher Scondary School,sanquelim (east Wing)","North Goa",15.561702,74.015313,,,
17,25,"Govt Govt Primary School, Betalwada Amona (north Wing)","North Goa",15.534363,73.982129,,,
17,26,"Govt Govt Primary School, Betalwada Amona (south Wing)","North Goa",15.534363,73.982129,,,
17,27,"Gram Panchayat Vachanalaya,ambedkarwada,amona","North Goa",15.536598,73.9834,,,
17,28,"Govt Primary School, Tarwada, Surla","North Goa",15.498139,74.02119,,,
17,29,"Govt Primary School, Khadchal, Surla","North Goa",15.5087,74.029604,,,
18,1,"Govt Govt Primary School, Tulshimala","North Goa",15.580806,74.008879,,,
18,2,"Government Primary School, Podocem","North Goa",15.580806,74.01023,,,
18,3,"Government Primary School, Belwada (east Wing)","North Goa",15.589758,74.02771879,,,
18,4,"Government Primary School, Belwada (west Wing)","North Goa",15.589758,74.027718,,,
18,5,"Government Primary School, Poriem","North Goa",15.58973,74.027689,,,
18,6,"Government Primary School, Gholwada","North Goa",15.587635,74.029738,,,
18,7,"Govt Govt Primary School Rehabilitation Colony, Morlem","North Goa",15.57337,74.04643,,,
18,8,"Govt Govt High School Rehabilitation Colony, Morlem","North Goa",15.573432,74.045684,,,
18,9,"Government Primary School,ghodemal, Morlem","North Goa",15.586359,74.053409,,,
18,10,"Government Primary School, Kesarkarwada","North Goa",15.597749,74.048954,,,
18,11,"Govt High school, Querim (east Wing),","North Goa",15.611673,74.064875,,,
18,12,"Govt Primary School, Gonteli(i),","North Goa",15.606463,74.060106,,,
18,13,"Government Primary School, Shiroli","North Goa",15.622104,74.06421,,,
18,14,"Government Primary School, Querim (east Wing)","North Goa",15.60491,74.070835,,,
18,36,"Government Primary School, (dongarwada)","North Goa",15.490858,74.089323,,,
18,37,"Government High School, Advoi","North Goa",15.482749,74.11904,,,
18,38,"Government Primary School, Advoi","North Goa",15.49885,74.104851,,,
18,39,"Government Primary School, Codiem","North Goa",15.503114,74.088712,,,
18,40,"Government High School, Pissurlem(east Wing),","North Goa",15.529907,74.070907,,,
18,41,"Govt High School, Pissurlem (west wing)","North Goa",15.529856,74.070924,,,
18,42,"Govt Primary School, Cumbarcond","North Goa",15.524095,74.088554,,,
18,43,"Govt Govt Primary School Gaonkarwada Honda (ew)","North Goa",15.557689,74.058255,,,
18,44,"Govt Govt Primary School Gaonkarwada Honda (ww),","North Goa",15.557604,74.058178,,,
18,45,"Govt Govt Primary School, Honda","North Goa",15.547836,74.050938,,,
18,46,"Village Panchayat,honda","North Goa",15.546366,74.053323,,,
19,1,"Govt Govt Primary School, Nanus","North Goa",15.51324337,74.12770149,,,
19,2,"Govt Govt Primary School, Nayawada","North Goa",15.52796708,74.13151559,,,
19,3,"Govt Govt High School, Valpoi","North Goa",15.52969656,74.13370147,,,
19,4,"Govt Govt Primary School, Massordem","North Goa",15.52537271,74.1419717,,,
19,5,"Govt Higher Secondary School, Valpoi","North Goa",15.5453709,74.1338607,,,
19,6,"Govt Govt Middle School, Valpoi","North Goa",15.5453709,74.1338607,,,
19,7,"Govt Govt Primary School, Valpoi","North Goa",15.5453709,74.1338607,,,
19,8,"Govt Govt Primary School, Velus","North Goa",15.5471522,74.1385167,,,
19,9,"Govt Govt Primary School, Gundelwada, Velus","North Goa",15.5471522,74.1385167,,,
19,10,"Govt Govt Primary School, Carambolim Brahma","North Goa",15.444394,74.046121,,,
20,1,"Government Primary School (north Wing) Tariwada,marcel Ponda Goa Tariwada,marcel","North Goa",15.516009,73.951013,,,
20,2,"Government Primary School (south Wing) Tariwada, Marcel Ponda Goa Tariwada,marcel","North Goa",15.515972,73.950978,,,
20,4,"Government Primary School(north Wing)orgao Marcel Orgao Marcel","North Goa",15.51162,73.960755,,,
20,5,"Government Primary School(south Wing) Orgao Marcel Orgao Marcel","North Goa",15.511667,73.960715,,,
20,6,"Government Primary School (north Wing),tivrem Ponda Goa Tivrem Marcel","North Goa",15.502675,73.962734,,,
20,7,"Government Primary School(south Wing), Tivrem Ponda Goa Tivrem Marcel","North Goa",15.425882,73.990066,,,
20,8,"Government Primary School (north Wing) Gaonkarwada Candola Ponda Goa Gaonkarwada Candola","North Goa",15.521377,73.964617,,,
20,9,"Government Primary School (south Wing) Gaonkarwada Candola Ponda Goa Gaonkarwada Candola","North Goa",15.521428,73.964585,,,
20,10,"Government Primary School (west Wing) Gaonkarwada Candola Ponda Goa","North Goa",15.52133,73.956372,,,
20,11,"Government Primary School Amyewada,candola Ponda Goa","North Goa",15.53184,73.957644,,,
20,12,"Government Primary School Haldanwada,candola Ponda Goa","North Goa",15.516215,73.972624,,,
20,13,"Government Primary School (north Wing) Betki Ponda Goa Betki Gaonkarwada","North Goa",15.461229,73.978575,,,
20,14,"Government Primary School (south Wing) Betki Ponda Goa Betki Gaonkarwada","North Goa",15.461203,73.978575,,,
20,15,"Government Primary School Volvoi Ponda Goa Volvoi Deulwda","North Goa",15.488593,74.013911,,,
20,16,"Government Primary School, Sateribhat Volvoi Ponda Goa","North Goa",15.487983,74.009351,,,
20,17,"Government Primary School Pali Savoi Verem Ponda Goa, Palwada Savoi Verem","North Goa",15.484282,74.011948,,,
20,18,"Government Primary School Savoi,ponda Goa","North Goa",15.490082,74.00779,,,
20,37,"Government Primary School (south Wing) Mardol Ponda Goa","North Goa",15.442207,73.972709,,,
2,18,"Govt Govt Primary School, Bhatpauni","North Goa",15.73342,73.807912,,,
2,19,"Govt Govt Primary School, Uguem (east South)","North Goa",15.751202,73.836708,,,
2,20,"Govt Govt Primary School, Uguem (east North)","North Goa",15.751697,73.836794,,,
2,21,"Govt Govt Primary School, Tamboxem","North Goa",15.760619,73.84263,,,
2,22,"Govt Govt Primary School (west Wing), Parabwada","North Goa",15.787649,73.862972,,,
2,23,"Govt Govt Primary School (east Wing), Parabwada","North Goa",15.787649,73.863291,,,
2,24,"Shahid Karnal Singh Banipal Government Primary School Patradevi Torxem","North Goa",15.796383,73.861849,,,
2,25,"Govt Govt Primary & Middle School, Gauthanwada","North Goa",15.758141,73.852365,,,
2,26,"Government Primary & Middle School Varkhand, (west North)","North Goa",15.725757,73.837051,,,
9,5,"Govt Govt Primary School (north Wing) Carrem,socorro Porvorim","North Goa",15.55079,73.824615,,,
9,6,"Holy Family High School(1 North Wing),socorro","North Goa",15.543327,73.822658,"Urban area",9,
9,7,"Holy Family High School(1 South Wing),socorro","North Goa",15.543327,73.822658,"Urban area",9,
20,38,"Government Primary School Khedem Priol Ponda Goa","North Goa",15.439585,73.978114,,,
20,39,"Government Primary School Gauthan Priol Ponda Goa","North Goa",15.436813,73.991179,,,
20,40,"Government Primary School Apewal Priol Ponda Goa","North Goa",15.437506,74.00668,,,
20,41,"Government Primary School Magilwada Priol Ponda Goa","North Goa",15.422619,73.994044,,,
21,1,"Government Primary School(east Wing) Bazar, Khandepar Ponda Goa","North Goa",15.425016,74.044864,,,
21,2,"Government Primary School (west Wing) Bazar, Khandepar Ponda Goa","North Goa",15.424948,74.044923,,,
21,3,"Lokmanya Village Library Near Opa Water Woks, Opa Khandepar Ponda Goa","North Goa",15.424948,74.045486,,,
21,4,"G P S S Gauthan Khandepar (east Wing)","North Goa",15.437364,74.04062,,,
21,5,"Governmaent Primary School (west Wing) Gauthan Khandepar Ponda Goa","North Goa",15.43732,74.04062,,,
21,6,"Government Primary School Kelbai Tambdi Curti/curti Ponda Goa","North Goa",15.425978,74.012956,,,
21,7,"Government Primary School, Koparwada/curti","North Goa",15.41691,74.022537,,,
9,8,"Holy Family High School (north Wing) Socorro porvorim","North Goa",15.543327,73.822658,"Urban area",9,
9,9,"Holy Family High School (south Wing) Socorro porvorim","North Goa",15.543327,73.822658,"Urban area",9,
9,10,"Govt Primery School (north Wing) Zoswado,socorro Porvorim","North Goa",15.549136,73.832523,,,
9,11,"Govt Govt Primery School (south Wing) Zoswado,socorro Porvorim","North Goa",15.549136,73.832523,,,
9,12,"O/o Asst Asst Eng Electricity Dept Dept sub Div Ii (north wing), Porvorim","North Goa",15.537265,73.827067,"Urban area",9,
9,13,"O/o Asst Asst Eng Electricity Dept Dept sub Div Ii (south wing), Porvorim","North Goa",15.537265,73.827067,"Urban area",9,
9,14,"Govt Govt Primary School (north Wing) Paitona,porvorim","North Goa",15.545539,73.830393,,,
9,15,"Govt Govt Primary School (south Wing) Paitona,porvorim","North Goa",15.545539,73.830393,,,
9,16,"Alto Porvorim Sports and Cultural Club","North Goa",15.530799,73.828825,"Urban area",9,
9,17,"Govt Govt Primary School, Quitla (north Wing)porvorim","North Goa",15.537446,73.854619,,,
9,18,"Govt Govt Primary School, Quitla (south Wing)porvorim","North Goa",15.537446,73.854619,,,
21,8,"Balbhavan(balwadi), Panchayat Bldg Bldg Mestawada, Curti","North Goa",15.406435,74.019053,,,
21,9,"Government Primary School (west Wing), Malshe Curti Ponda Goa","North Goa",15.404578,74.023288,,,
21,10,"Government Primary School (east Wing), Malshe, Curti Ponda Goa","North Goa",15.406755,74.023301,,,
21,11,"Electricity Dept Dept Div Iii(north Wing), Curti Ponda Goa","North Goa",15.411756,74.01022,,,
21,12,"Electricity Dept Dept Div Iii (south Wing) Curti Ponda Goa","North Goa",15.411687,74.010252,,,
21,13,"Sports Authority Of India Hostel, Curti Ponda Goa","North Goa",15.406755,74.0047,,,
21,31,"Government Primary School (east Wing) Durgabhat Ponda Goa","North Goa",15.400852,74.011538,,,
21,32,"Government Primary School (middle Wing) Durgabhat Ponda Goa","North Goa",15.399818,74.013849,,,
22,1,"Government Primary School ,old Building Padal Betoda,","North Goa",15.391969,74.026912,,,
22,2,"Government Primary School(north Wing), New Building Padal Betoda","North Goa",15.392091,74.026946,,,
22,3,"Government High School, Padul Betoda","North Goa",15.392078,74.026909,,,
