AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTVOTPOLL,POSITION,religion,certainty
208,Sikandarpur,GEN,SHRIRAM CHAUDHARY,M,GEN,48,CPI(ML)(L),1495,8,Hindu,46
208,Sikandarpur,GEN,SHRINIWASH,M,GEN,50,IND,933,9,Unknown,0
208,Sikandarpur,GEN,RAMCHARAN,M,GEN,70,BSD,893,10,Unknown,0
208,Sikandarpur,GEN,RANA PRATAP,M,GEN,52,IND,881,11,Hindu,19
208,Sikandarpur,GEN,RAMASHANKER,M,ST,39,GGP,782,12,Unknown,0
208,Sikandarpur,GEN,GORAKH NATH YADAV,M,GEN,47,IJP,606,13,Hindu,46
208,Sikandarpur,GEN,VIJAY KUMAR,M,GEN,45,IND,584,14,Hindu,46
208,Sikandarpur,GEN,BHIM PRASAD,M,SC,30,IND,383,15,Hindu,46
208,Sikandarpur,GEN,RAJESH KUMAR,M,SC,33,IND,304,16,Hindu,46
209,Bansdih,GEN,SHIV SHANKER,M,GEN,59,BSP,31488,1,Hindu,19
209,Bansdih,GEN,RAMGOVIND CHAUDHARY,M,GEN,60,SP,31000,2,Hindu,16
209,Bansdih,GEN,BACHA PATHAK,M,GEN,70,INC,26618,3,Hindu,16
209,Bansdih,GEN,VIJAY NARAYAN,M,GEN,44,SBSP,14030,4,Hindu,62
209,Bansdih,GEN,PRAVIN KUMAR SINGH BABBUJI,M,GEN,40,SJP(R),3329,5,Hindu,28
209,Bansdih,GEN,DEVENDRA,M,GEN,46,BJP,3015,6,Unknown,0
209,Bansdih,GEN,SUBHASH,M,SC,44,IND,1989,7,Hindu,66
209,Bansdih,GEN,SURENDRA,M,GEN,37,PMSP,1493,8,Unknown,0
209,Bansdih,GEN,JAI PRAKASH,M,GEN,49,IND,1230,9,Unknown,0
209,Bansdih,GEN,BRIJMOHAN,M,GEN,40,IND,1066,10,Hindu,66
209,Bansdih,GEN,NARAYAN,M,GEN,32,BSD,909,11,Hindu,66
209,Bansdih,GEN,DEENANATH,M,GEN,64,IND,720,12,Hindu,66
209,Bansdih,GEN,PREMSHANKER YADAV,M,GEN,43,RJD,630,13,Hindu,16
209,Bansdih,GEN,ANIL,M,GEN,40,IND,425,14,Hindu,23
209,Bansdih,GEN,KAMLESH,M,GEN,39,IND,396,15,Hindu,66
209,Bansdih,GEN,ASHOK,M,GEN,39,IND,339,16,Hindu,66
210,Doaba,GEN,SUBHASH,M,GEN,44,BSP,22549,1,Hindu,66
210,Doaba,GEN,BHARAT,M,GEN,59,BJP,19546,2,Unknown,0
210,Doaba,GEN,VIKRAMA,M,GEN,62,SP,17728,3,Unknown,0
210,Doaba,GEN,NARVEDESHWAR,M,GEN,53,IND,9219,4,Unknown,0
210,Doaba,GEN,MANOJ,M,GEN,33,INC,8217,5,Hindu,66
210,Doaba,GEN,NIRMAL KUMAR,M,GEN,40,NCP,1532,6,Hindu,4
210,Doaba,GEN,SURESH,M,GEN,47,IND,1527,7,Hindu,66
210,Doaba,GEN,VINOD,M,GEN,45,LJP,1447,8,Hindu,66
210,Doaba,GEN,SURENDRA,M,SC,47,IND,804,9,Unknown,0
210,Doaba,GEN,SUBHASH,M,GEN,56,IND,577,10,Hindu,66
210,Doaba,GEN,AKSHAILAL,M,SC,36,GGP,409,11,Unknown,0
210,Doaba,GEN,DHARMENDRA KUMAR,M,GEN,34,SBSP,400,12,Hindu,5
210,Doaba,GEN,ANAND BIHARI,M,GEN,35,IND,351,13,Hindu,7
210,Doaba,GEN,JAIPRAKASH,M,GEN,44,IND,347,14,Unknown,0
210,Doaba,GEN,VIJAY,M,GEN,49,IND,317,15,Hindu,66
210,Doaba,GEN,UTTAM,M,GEN,57,IND,268,16,Unknown,0
211,Ballia,GEN,MANJU,F,GEN,48,BSP,32084,1,Unknown,0
211,Ballia,GEN,NARAD,M,GEN,43,SP,28916,2,Hindu,66
211,Ballia,GEN,RAMJI S/O SHIV SHANKAR,M,GEN,50,RSMD,15036,3,Hindu,39
211,Ballia,GEN,NAGENDRA PANDEY,M,GEN,42,INC,10913,4,Hindu,9
211,Ballia,GEN,DAYASHANKER,M,GEN,36,BJP,6906,5,Unknown,0
211,Ballia,GEN,GURUJ LAL,M,GEN,44,SBSP,2196,6,Hindu,16
211,Ballia,GEN,ENG. RAMAYAN SINGH YADAV,M,GEN,44,PLED,2026,7,Hindu,49
211,Ballia,GEN,GANGA DAYAL,M,SC,46,IND,1594,8,Hindu,31
211,Ballia,GEN,RAMKRISHNA YADAV,M,GEN,39,CPM,1228,9,Hindu,46
211,Ballia,GEN,ARUN,M,GEN,37,IND,835,10,Hindu,66
211,Ballia,GEN,VISHWAMITRA,M,GEN,30,IJP,740,11,Hindu,66
211,Ballia,GEN,RAMJI S/O SHRI NAND,M,GEN,30,IND,555,12,Hindu,20
211,Ballia,GEN,SANTOSH,M,GEN,31,IND,536,13,Hindu,66
211,Ballia,GEN,MD.JAMAL,M,GEN,26,CPI(ML)(L),520,14,Unknown,0
211,Ballia,GEN,MANISH,M,GEN,31,IND,492,15,Hindu,66
211,Ballia,GEN,GOPAL RAM,M,ST,49,GGP,480,16,Hindu,14
211,Ballia,GEN,JAYRAM,M,GEN,39,LJP,455,17,Unknown,0
211,Ballia,GEN,TEJ NARAYAN,M,GEN,45,IND,438,18,Hindu,35
211,Ballia,GEN,GAURISHANKER S/O SHIV PUJAN,M,GEN,34,IND,417,19,Hindu,39
211,Ballia,GEN,GAURISHANKER S/O SHRI SHIV PRASAD,M,SC,46,IND,376,20,Hindu,24
211,Ballia,GEN,DADAN BHARTI,M,SC,37,IND,304,21,Hindu,16
211,Ballia,GEN,VISHAL,M,GEN,32,IND,191,22,Hindu,3
212,Kopachit,GEN,AMBIKA CHAUDHARY,M,GEN,56,SP,41405,1,Hindu,46
212,Kopachit,GEN,SUDHIR,M,GEN,54,BSP,35228,2,Hindu,66
212,Kopachit,GEN,UPENDRA,M,GEN,34,BJP,23385,3,Hindu,66
212,Kopachit,GEN,ABHIRAM,M,GEN,43,SBSP,11472,4,Hindu,23
212,Kopachit,GEN,RAMJI,M,GEN,38,IND,2173,5,Unknown,0
212,Kopachit,GEN,ASHOK KUMAR SINGH,M,GEN,46,INC,1746,6,Hindu,50
212,Kopachit,GEN,RAMPRAVESH,M,SC,35,IND,1283,7,Unknown,0
212,Kopachit,GEN,MAMTA,F,GEN,44,SJP(R),1006,8,Hindu,29
212,Kopachit,GEN,HIRA,M,SC,54,IND,977,9,Hindu,3
212,Kopachit,GEN,ASHOK,M,GEN,46,PMSP,611,10,Hindu,66
212,Kopachit,GEN,JANARADAN,M,GEN,37,IND,582,11,Unknown,0
212,Kopachit,GEN,KUSUMAKAR,M,GEN,60,IND,511,12,Hindu,66
212,Kopachit,GEN,MOTICHAND,M,GEN,39,IND,484,13,Unknown,0
212,Kopachit,GEN,GUPTESHWAR,M,GEN,47,LJP,432,14,Unknown,0
212,Kopachit,GEN,HARISHANKER,M,GEN,31,IND,416,15,Unknown,0
212,Kopachit,GEN,AMARNATH,M,GEN,31,KVMP,410,16,Hindu,66
212,Kopachit,GEN,SANJEEV KUMAR,M,GEN,44,GGP,399,17,Hindu,46
212,Kopachit,GEN,NANDLAL,M,GEN,25,BSD,322,18,Hindu,66
212,Kopachit,GEN,MOHAN,M,SC,43,ASP,289,19,Unknown,0
212,Kopachit,GEN,SURYADEV,M,GEN,54,IND,200,20,Hindu,66
213,Zahoorabad,GEN,KALICHARAN,M,GEN,54,BSP,42654,1,Hindu,66
213,Zahoorabad,GEN,SANAND,M,GEN,38,SP,25554,2,Unknown,0
213,Zahoorabad,GEN,NARENDRA NATH,M,GEN,47,BJP,21755,3,Hindu,83
213,Zahoorabad,GEN,SHIVPUJAN,M,GEN,52,IND,20982,4,Unknown,0
213,Zahoorabad,GEN,JANARDAN SINGH,M,GEN,61,SBSP,13517,5,Hindu,46
213,Zahoorabad,GEN,SURENDRA SINGH,M,GEN,58,INC,11504,6,Hindu,5
213,Zahoorabad,GEN,PREMA,F,GEN,47,IND,2299,7,Hindu,66
213,Zahoorabad,GEN,MANAJAR,M,GEN,48,IND,2099,8,Unknown,0
213,Zahoorabad,GEN,OM PRAKASH,M,GEN,39,JPS,1826,9,Unknown,0
213,Zahoorabad,GEN,RAM ASHISH,M,GEN,45,IND,1184,10,Hindu,29
213,Zahoorabad,GEN,SUBHASH,M,GEN,39,RLD,1095,11,Hindu,66
213,Zahoorabad,GEN,SURESH,M,GEN,37,IND,733,12,Hindu,66
213,Zahoorabad,GEN,SUBACHAN,M,SC,33,IND,706,13,Unknown,0
213,Zahoorabad,GEN,SUDHIR KUMAR,M,GEN,33,IND,677,14,Hindu,46
213,Zahoorabad,GEN,SURENDRA,M,GEN,49,IND,641,15,Unknown,0
213,Zahoorabad,GEN,DIGVIJAY,M,GEN,31,IND,608,16,Hindu,66
213,Zahoorabad,GEN,ARUN,M,GEN,31,IND,582,17,Hindu,66
213,Zahoorabad,GEN,GULLU,M,GEN,32,IND,563,18,Unknown,0
213,Zahoorabad,GEN,JAI PRAKASH,M,GEN,32,IJP,539,19,Unknown,0
213,Zahoorabad,GEN,RAJESH,M,GEN,34,IND,498,20,Hindu,66
213,Zahoorabad,GEN,PANCHU,M,SC,47,ASP,398,21,Unknown,0
213,Zahoorabad,GEN,SAWINAND,M,GEN,59,LTJF,378,22,Unknown,0
213,Zahoorabad,GEN,RAM KRIT,M,GEN,67,RTKP,326,23,Hindu,6
213,Zahoorabad,GEN,NARENDRA RAO,M,SC,25,BRPP,290,24,Hindu,46
214,Mohammadabad,GEN,SIBAGTULLA  ANSARI,M,GEN,55,SP,56361,1,Muslim,16
214,Mohammadabad,GEN,ALKA RAI,F,GEN,47,BJP,52975,2,Hindu,46
214,Mohammadabad,GEN,VIJAY SHANKAR,M,GEN,57,BSP,21247,3,Hindu,62
214,Mohammadabad,GEN,RAJMUNI,F,GEN,49,SBSP,4101,4,Unknown,0
214,Mohammadabad,GEN,JAI PRAKASH,M,GEN,35,INC,2435,5,Unknown,0
214,Mohammadabad,GEN,RAMJEE,M,GEN,51,IND,2245,6,Unknown,0
214,Mohammadabad,GEN,SRI NARAYAN,M,GEN,38,JM,1452,7,Hindu,47
214,Mohammadabad,GEN,GOPAL JEE,M,GEN,31,IJP,903,8,Hindu,83
214,Mohammadabad,GEN,KALEEM,M,GEN,39,IND,519,9,Muslim,66
214,Mohammadabad,GEN,MUNNI,F,GEN,38,SHS,444,10,Unknown,0
214,Mohammadabad,GEN,ALOK,M,GEN,30,IND,422,11,Unknown,0
215,Dildarnagar,GEN,PASHUPATI,M,GEN,42,BSP,55150,1,Hindu,66
215,Dildarnagar,GEN,OMPRAKASH,M,GEN,47,SP,47968,2,Hindu,66
215,Dildarnagar,GEN,BRAJ BHUSHAN SINGH KUSHWAHA,M,GEN,67,BJP,5370,3,Hindu,36
215,Dildarnagar,GEN,SINGHASAN,M,GEN,57,JM,3915,4,Unknown,0
215,Dildarnagar,GEN,PARASHURAM,M,GEN,39,SBSP,3756,5,Hindu,66
215,Dildarnagar,GEN,GULAB CHAND,M,GEN,44,INC,2850,6,Hindu,5
215,Dildarnagar,GEN,FARID KHAN URF FARID GHAZI,M,GEN,42,NLHP,1647,7,Muslim,10
215,Dildarnagar,GEN,SHASHI,M,GEN,40,IND,1639,8,Hindu,66
215,Dildarnagar,GEN,RAMDHANI,M,GEN,42,IND,1525,9,Unknown,0
215,Dildarnagar,GEN,RAM PRATAP,M,GEN,53,IND,945,10,Hindu,17
215,Dildarnagar,GEN,RAMJI,M,GEN,47,CPI(ML)(L),602,11,Unknown,0
215,Dildarnagar,GEN,BIRENDRA,M,GEN,57,IND,469,12,Hindu,66
215,Dildarnagar,GEN,RIZWAN,M,GEN,37,NLP,315,13,Muslim,66
215,Dildarnagar,GEN,PRASIDDHAN,M,SC,39,IND,311,14,Unknown,0
215,Dildarnagar,GEN,RAJENDRA,M,GEN,31,IJP,303,15,Unknown,0
215,Dildarnagar,GEN,NANDLAL,M,GEN,54,IND,226,16,Hindu,66
216,Zamania,GEN,RAJ KUMAR,M,GEN,41,BSP,42408,1,Hindu,5
216,Zamania,GEN,KAILASH S/O LUTTU,M,GEN,62,SP,41440,2,Hindu,83
216,Zamania,GEN,ARUN,M,GEN,42,BJP,40208,3,Hindu,66
216,Zamania,GEN,ARJUN,M,GEN,35,INC,3520,4,Hindu,66
216,Zamania,GEN,IJAHAR,M,GEN,40,PMSP,3334,5,Unknown,0
216,Zamania,GEN,PRABHUNATH,M,SC,36,IND,1801,6,Unknown,0
216,Zamania,GEN,ENAUDDIN,M,GEN,62,RLD,1376,7,Unknown,0
216,Zamania,GEN,ESHWARI PRASAD KUSHWAHA,M,GEN,46,CPI(ML)(L),1292,8,Hindu,46
216,Zamania,GEN,DHARMDEO,M,GEN,62,SBSP,1014,9,Unknown,0
216,Zamania,GEN,LALCHAND,M,SC,31,IND,931,10,Hindu,66
216,Zamania,GEN,ADALAT,M,GEN,52,RJD,756,11,Unknown,0
216,Zamania,GEN,JAIRAM,M,GEN,62,JM,708,12,Hindu,66
216,Zamania,GEN,RAM SAHAI,M,GEN,26,IND,620,13,Hindu,6
216,Zamania,GEN,KAILASH S/O NANHAKU,M,GEN,44,IND,582,14,Hindu,83
216,Zamania,GEN,SHAMBHU,M,SC,39,ASP,563,15,Hindu,66
216,Zamania,GEN,PULIS,M,SC,47,IND,558,16,Unknown,0
216,Zamania,GEN,KAILASH S/O AMARDEO,M,GEN,52,IND,433,17,Hindu,83
216,Zamania,GEN,TRIBHUWAN,M,GEN,52,RTKP,279,18,Unknown,0
217,Ghazipur,GEN,SAIYYADA SHADAB FATIMA,F,GEN,43,SP,41829,1,Muslim,32
217,Ghazipur,GEN,UMASHANKAR KUSHWAHA,M,GEN,56,BSP,40698,2,Hindu,46
217,Ghazipur,GEN,BABULAL BALWANT,M,GEN,65,BJP,17538,3,Hindu,13
217,Ghazipur,GEN,SAVITRI,F,GEN,35,SBSP,11431,4,Hindu,66
217,Ghazipur,GEN,MARKANDE,M,GEN,52,INC,10927,5,Unknown,0
217,Ghazipur,GEN,DEVNARAYAN,M,GEN,45,IND,2176,6,Hindu,66
217,Ghazipur,GEN,RAMASHANKAR,M,GEN,50,RLD,1977,7,Unknown,0
217,Ghazipur,GEN,KEDAR,M,GEN,49,CPI,1920,8,Hindu,66
217,Ghazipur,GEN,NARSINGH,M,GEN,52,PMSP,1633,9,Unknown,0
217,Ghazipur,GEN,MANOJ S/O BANWARI,M,SC,35,IND,986,10,Hindu,62
217,Ghazipur,GEN,RAZIA SULTANA,F,GEN,52,IPH,755,11,Muslim,66
217,Ghazipur,GEN,DINANATH,M,SC,25,RSBP,670,12,Hindu,66
217,Ghazipur,GEN,SULAB KUSHWAHA,M,GEN,42,IND,626,13,Hindu,16
217,Ghazipur,GEN,SANJAY LAL,M,SC,31,IND,547,14,Hindu,46
217,Ghazipur,GEN,MANOJ S/O SUKHDEO,M,SC,37,ASP,448,15,Hindu,83
217,Ghazipur,GEN,JHULLAN,M,GEN,52,IND,433,16,Unknown,0
217,Ghazipur,GEN,DURGESH,M,GEN,32,SJP(R),407,17,Hindu,66
217,Ghazipur,GEN,NAUBAT SINGH MAURYA,M,GEN,64,RSP,361,18,Hindu,49
217,Ghazipur,GEN,LALIT MOHAN,M,GEN,43,IND,312,19,Hindu,10
217,Ghazipur,GEN,NIRAJ RAI,M,GEN,27,BJSH,304,20,Hindu,46
217,Ghazipur,GEN,RAJESH,M,SC,34,IND,143,21,Hindu,66
218,Jakhania,SC,VIJAY KUMAR,M,SC,50,BSP,49885,1,Hindu,46
218,Jakhania,SC,GAREEB,M,SC,44,SP,41074,2,Unknown,0
218,Jakhania,SC,RAMHIT,M,SC,54,BJP,11652,3,Unknown,0
218,Jakhania,SC,NARAYAN,M,SC,53,SBSP,10218,4,Hindu,66
218,Jakhania,SC,HEERA,M,SC,41,JPS,8109,5,Hindu,3
218,Jakhania,SC,CHAMBHIT,M,SC,58,INC,3859,6,Unknown,0
218,Jakhania,SC,SURENDRA,M,SC,49,CPI,2644,7,Unknown,0
218,Jakhania,SC,SANJAY,M,SC,34,IND,2287,8,Hindu,66
218,Jakhania,SC,SHIVMURAT,M,SC,34,RSMD,574,9,Unknown,0
218,Jakhania,SC,SANTOSH,M,SC,47,LJP,549,10,Hindu,66
218,Jakhania,SC,RAMJANAM,M,SC,34,ASP,539,11,Unknown,0
218,Jakhania,SC,AKHILESH,M,SC,25,IND,481,12,Hindu,66
218,Jakhania,SC,JIVODH,M,SC,40,IND,479,13,Unknown,0
218,Jakhania,SC,ARVIND,M,SC,35,IND,472,14,Hindu,66
218,Jakhania,SC,VIBHUTI,M,SC,38,IJP,462,15,Unknown,0
219,Sadat,SC,AMERIKA,M,SC,45,BSP,46280,1,Unknown,0
219,Sadat,SC,RAMESH,M,SC,42,SP,38350,2,Unknown,0
219,Sadat,SC,SUBHASH,M,SC,45,INC,23874,3,Hindu,66
219,Sadat,SC,PRADEEP,M,SC,43,SBSP,11630,4,Hindu,23
219,Sadat,SC,OM PRAKASH,M,SC,37,BJP,6812,5,Unknown,0
219,Sadat,SC,ARVIND KUMAR,M,SC,25,JPS,3492,6,Hindu,46
219,Sadat,SC,SUVASH,M,SC,26,IND,1910,7,Unknown,0
219,Sadat,SC,RAMADHAR RAM,M,SC,40,RLD,978,8,Hindu,5
219,Sadat,SC,CHANDRAMA,M,SC,48,RSMD,880,9,Unknown,0
219,Sadat,SC,RAM BACHAN,M,SC,42,ASP,499,10,Hindu,6
219,Sadat,SC,JAIKARAN,M,SC,52,IND,479,11,Unknown,0
219,Sadat,SC,PREM PRAKASH BHARATI,M,SC,55,SSD,443,12,Hindu,6
219,Sadat,SC,JAMUNA,M,SC,40,IND,321,13,Hindu,66
220,Saidpur,GEN,DINANATH PANDEY,M,GEN,65,BSP,52869,1,Hindu,46
220,Saidpur,GEN,DR. MAHENDRA NATH PANDEY,M,GEN,50,BJP,40216,2,Hindu,46
220,Saidpur,GEN,RAJNATH YADAV,M,GEN,67,SP,37639,3,Hindu,46
220,Saidpur,GEN,ANAND VIJAY SINGH,M,GEN,38,SBSP,7795,4,Hindu,24
220,Saidpur,GEN,RAMGOPAL SINGH,M,GEN,56,INC,5455,5,Hindu,46
220,Saidpur,GEN,RAJESH,M,GEN,35,IND,3360,6,Hindu,66
220,Saidpur,GEN,HAWALDAR YADAV,M,GEN,49,RLD,1758,7,Hindu,16
220,Saidpur,GEN,SHIVAJI SINGH,M,GEN,32,JM,1024,8,Hindu,16
220,Saidpur,GEN,RAVISHANKAR,M,GEN,38,IND,863,9,Unknown,0
220,Saidpur,GEN,FULCHAND,M,GEN,31,IND,679,10,Unknown,0
220,Saidpur,GEN,DHARMENDRA PRATAP SINGH (LADDU),M,GEN,35,SHS,641,11,Hindu,28
220,Saidpur,GEN,NIRBHAY KUMAR JAISAL,M,SC,30,IND,467,12,Hindu,37
220,Saidpur,GEN,ARJUN PATEL,M,GEN,42,IND,326,13,Hindu,46
221,Dhanapur,GEN,SUSHIL KUMAR,M,GEN,29,BSP,72642,1,Hindu,46
221,Dhanapur,GEN,PRABHU NARAYAN,M,GEN,43,SP,55403,2,Hindu,62
221,Dhanapur,GEN,BABBAN,M,GEN,38,PMSP,6038,3,Unknown,0
221,Dhanapur,GEN,DEVENDRA PRATAP,M,GEN,42,BJP,4572,4,Hindu,19
221,Dhanapur,GEN,PARASNATH,M,GEN,26,SBSP,2008,5,Unknown,0
221,Dhanapur,GEN,RAJWANTI,F,GEN,31,IND,1848,6,Unknown,0
221,Dhanapur,GEN,KAILASH,M,GEN,64,RJD,1722,7,Hindu,66
221,Dhanapur,GEN,GOPAL,M,GEN,38,JM,832,8,Hindu,66
221,Dhanapur,GEN,CHANDRASHEKHAR,M,SC,32,IND,804,9,Hindu,40
221,Dhanapur,GEN,PRABHU,M,GEN,29,IND,600,10,Hindu,16
221,Dhanapur,GEN,MAHANGU,M,SC,39,IJP,540,11,Unknown,0
222,Chandauli,SC,SHARDA PRASAD,M,SC,45,BSP,44355,1,Hindu,22
222,Chandauli,SC,UJAGIR,M,SC,40,SP,35849,2,Unknown,0
222,Chandauli,SC,SHIVPUJAN,M,SC,55,BJP,23579,3,Unknown,0
222,Chandauli,SC,DR. RAJESH KUMAR CHAUDHARI,M,SC,42,INC,6829,4,Hindu,50
222,Chandauli,SC,GOPAL,M,SC,29,SBSP,6644,5,Hindu,66
222,Chandauli,SC,VANSHRAJ,M,SC,29,LJP,2774,6,Unknown,0
222,Chandauli,SC,RAM DHAWAL,M,SC,33,IND,2045,7,Hindu,21
222,Chandauli,SC,SURESH KUMAR SONKAR,M,SC,28,IND,1927,8,Hindu,66
222,Chandauli,SC,SATISH,M,SC,25,IND,798,9,Hindu,66
222,Chandauli,SC,MIRZA,F,SC,40,RSMD,516,10,Hindu,3
222,Chandauli,SC,KAPILDEV,M,SC,61,IND,437,11,Hindu,66
222,Chandauli,SC,PYARE,M,SC,38,RPI,409,12,Unknown,0
222,Chandauli,SC,DAYASHANKER,M,SC,36,IND,396,13,Unknown,0
222,Chandauli,SC,KANHAIYA,M,SC,40,IND,354,14,Hindu,66
222,Chandauli,SC,GANGA SAGAR,M,SC,34,IND,288,15,Hindu,13
223,Chakia,SC,JITENDRA KUMAR,M,SC,40,BSP,48655,1,Hindu,46
223,Chakia,SC,SATYA PRAKASH SONKER,M,SC,49,SP,45664,2,Hindu,13
223,Chakia,SC,ABHA RANI,F,SC,40,BJP,20879,3,Hindu,39
223,Chakia,SC,RAM ADHAR JOSEPH,M,SC,39,INC,5670,4,Unknown,0
223,Chakia,SC,SRI PRASAD,M,SC,50,CPM,3263,5,Hindu,27
223,Chakia,SC,BRIJMOHAN,M,SC,45,IND,3038,6,Hindu,66
223,Chakia,SC,RAMKRIT,M,SC,43,CPI(ML)(L),1465,7,Unknown,0
223,Chakia,SC,SHYAMDEO,M,SC,58,BJSH,1100,8,Unknown,0
223,Chakia,SC,ASHOK,M,SC,33,IND,1076,9,Hindu,66
223,Chakia,SC,ANGAD,M,SC,41,GGP,890,10,Unknown,0
223,Chakia,SC,DASHARATH PRASAD ENGINEER,M,SC,39,JPS,650,11,Hindu,66
223,Chakia,SC,RAMJEET,M,SC,46,RSBP,521,12,Sikh,23
223,Chakia,SC,PARASHURAM,M,SC,55,IJP,505,13,Hindu,66
223,Chakia,SC,GENA,M,SC,40,RSMD,434,14,Unknown,0
224,Mughalsarai,GEN,RAM KISHUN,M,GEN,50,SP,37467,1,Hindu,6
224,Mughalsarai,GEN,BABBAN,M,GEN,37,BSP,35530,2,Unknown,0
224,Mughalsarai,GEN,CHHABBOO,M,GEN,50,BJP,35081,3,Unknown,0
224,Mughalsarai,GEN,HAKEEM,M,GEN,39,IND,5022,4,Muslim,16
224,Mughalsarai,GEN,PUSPA ALIAS MADHU,F,GEN,40,INC,3881,5,Hindu,66
224,Mughalsarai,GEN,TILAK DHARI,M,GEN,32,CPI(ML)(L),1459,6,Hindu,83
224,Mughalsarai,GEN,GANESH,M,GEN,40,PMSP,976,7,Hindu,66
224,Mughalsarai,GEN,AJEEM,M,GEN,55,IJP,632,8,Unknown,0
224,Mughalsarai,GEN,SHAMIM,M,GEN,50,RJD,505,9,Hindu,66
224,Mughalsarai,GEN,MAHENDRA,M,GEN,27,IND,461,10,Hindu,66
224,Mughalsarai,GEN,RAMKUMAR,M,GEN,36,IND,411,11,Hindu,66
224,Mughalsarai,GEN,ROSHAN AARA,F,GEN,26,NLP,401,12,Hindu,3
224,Mughalsarai,GEN,ANIL,M,GEN,25,IND,320,13,Hindu,23
224,Mughalsarai,GEN,NAGINA,M,GEN,27,IND,318,14,Hindu,16
224,Mughalsarai,GEN,DEVENDRA DHAR,M,GEN,42,IND,283,15,Hindu,5
224,Mughalsarai,GEN,VINAY,M,GEN,31,RSMD,257,16,Unknown,0
225,Varanasi Cantonment,GEN,DR. JYOTASANA SHRIVASTAV,F,GEN,70,BJP,31642,1,Unknown,0
225,Varanasi Cantonment,GEN,MANOJ RAI PAPPU,M,GEN,38,SP,26163,2,Hindu,83
225,Varanasi Cantonment,GEN,ANIL SRIVASTAV,M,GEN,46,INC,19778,3,Hindu,26
225,Varanasi Cantonment,GEN,RAJ KUMAR SINGH ALIAS R.K. SINGH,M,GEN,63,BSP,17193,4,Hindu,39
225,Varanasi Cantonment,GEN,ASHAFAQ AHAMED ALIAS DABALU,M,GEN,35,SBSP,11787,5,Unknown,0
225,Varanasi Cantonment,GEN,RAJESHWAR SINGH PATEL ALIAS 'RAJESH BHAI',M,GEN,42,JM,7173,6,Hindu,90
225,Varanasi Cantonment,GEN,SURENDRA KUMAR YADAV,M,GEN,38,RJD,1481,7,Hindu,21
225,Varanasi Cantonment,GEN,SHYAMLAL SHARMA,M,GEN,64,IND,854,8,Hindu,16
225,Varanasi Cantonment,GEN,AJEET KUMAR DUBEY,M,GEN,56,RLD,730,9,Hindu,22
225,Varanasi Cantonment,GEN,AMARNATH,M,SC,45,GGP,686,10,Hindu,66
225,Varanasi Cantonment,GEN,MITHALESH KUMAR BIND,M,GEN,27,RSBP,525,11,Hindu,83
225,Varanasi Cantonment,GEN,RAVISHANKAR,M,GEN,26,BPD,456,12,Unknown,0
225,Varanasi Cantonment,GEN,VIKAS NARAYAN DUBEY TIKA,M,GEN,30,NCP,424,13,Hindu,22
225,Varanasi Cantonment,GEN,GOPAL RAI,M,GEN,35,RKSP,419,14,Hindu,46
225,Varanasi Cantonment,GEN,RADHEY  SHYAM SINGH,M,GEN,59,PTSS,404,15,Hindu,50
225,Varanasi Cantonment,GEN,SHANKAR,M,GEN,56,IND,370,16,Hindu,66
225,Varanasi Cantonment,GEN,KAMALESH KUMAR UPADHYAY,M,GEN,29,MC,336,17,Hindu,50
225,Varanasi Cantonment,GEN,JHABBU YADAV,M,GEN,45,IND,303,18,Hindu,16
225,Varanasi Cantonment,GEN,SHIV NARAYAN TRIPATHI,M,GEN,28,IND,300,19,Hindu,29
225,Varanasi Cantonment,GEN,GOPAL MAURYA,M,GEN,40,IND,292,20,Hindu,46
225,Varanasi Cantonment,GEN,KEWALA DEVI,F,SC,60,IJP,204,21,Hindu,3
226,Varanasi South,GEN,SHYAM DEO ROY CHAUDHARY DADA,M,GEN,67,BJP,33021,1,Unknown,0
226,Varanasi South,GEN,DR. DAYASHANKAR MISRA DAYALU,M,GEN,42,INC,19319,2,Hindu,62
226,Varanasi South,GEN,DILIP KUMAR DAY,M,GEN,47,SP,11956,3,Hindu,55
226,Varanasi South,GEN,VIKRAM VIJ ALIAS VIKKI PUNJABI,M,GEN,27,BSP,4400,4,Hindu,83
226,Varanasi South,GEN,SANKATHA PRASAD PANDEY ALIAS BUMGURU,M,GEN,67,IND,590,5,Hindu,83
226,Varanasi South,GEN,IFTEKHAR HUSAIN ALIAS CHUNNA,M,GEN,37,RJD,453,6,Muslim,90
226,Varanasi South,GEN,CHOTELAL NISHAD,M,GEN,60,SBSP,326,7,Hindu,66
226,Varanasi South,GEN,ARUN PATHAK,M,GEN,31,IND,245,8,Hindu,46
226,Varanasi South,GEN,SHEELA SINGH CHAUHAN ADVOCATE,F,GEN,47,IND,239,9,Hindu,33
226,Varanasi South,GEN,AWADHESH KUMAR MISHRA,M,GEN,37,BPD,233,10,Hindu,46
226,Varanasi South,GEN,RAMSHANKAR GUPTA,M,GEN,42,IND,215,11,Hindu,16
226,Varanasi South,GEN,VISHNU DAYAL SETH,M,GEN,36,SHS,193,12,Unknown,0
226,Varanasi South,GEN,YOGESH BRAMHACHARI,M,GEN,45,IND,120,13,Unknown,0
